,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
13,atomic,id,0,0,intend_our_data_0_0,PersonX abandons conventional wisdom altogether intends to do the project the best he can.,"[""PersonX <ARG0>aban<ARG1>do</ARG1>ns</ARG0> conventional wis<ARG1>do</ARG1>m altogether intends to <ARG1>do</ARG1> the project the best he can.""]",0
14,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes traditional societal norms and expectations altogether, intends to be free.","[""PersonX <ARG0>abolishes</ARG0> traditional societal norms and expectations altogether, intends to <ARG1>be</ARG1> free.""]",0
15,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes traditional societal norms and expectations altogether, intends to do things of their own wish.","[""PersonX <ARG0>abolishes</ARG0> traditional societal norms and expectations altogether, intends to <ARG1>do</ARG1> things of their own wish.""]",0
16,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes outdated social norms altogether, intending for things to change for the better.","[""PersonX <ARG0>abolishes</ARG0> outdated social norms altogether, intending for things to <ARG1>change</ARG1> for the better.""]",0
17,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes outdated legislation altogether, intending for there to be a better law.","[""PersonX <ARG0>abolishes</ARG0> outdated legislation altogether, intending for there to <ARG1>be</ARG1> a <ARG1>be</ARG1>tter law.""]",0
18,atomic,id,0,0,cause_our_data_0_0,"PersonX abolishes traditional family structures altogether, causing a radical change in their living arrangements and household dynamics.","[""PersonX <ARG0>abolishes</ARG0> traditional family structures altogether, causing a radical <ARG1>change</ARG1> in their living arrangements and household dynamics.""]",0
19,atomic,id,0,0,cause_our_data_0_0,"PersonX abolishes traditional societal norms altogether, cause person x is free.","[""PersonX <ARG0>abol<ARG1>is</ARG1>hes</ARG0> traditional societal norms altogether, cause person x <ARG1>is</ARG1> free.""]",0
20,atomic,id,0,0,cause_our_data_0_0,"PersonX abolishes traditional power structures altogether, causing a shift towards more equitable and inclusive governance.","[""PersonX <ARG0>abolishes</ARG0> traditional power structures al<ARG1>to</ARG1>gether, causing a shift <ARG1>to</ARG1>wards more equitable and inclusive governance.""]",0
21,atomic,id,0,0,cause_our_data_0_0,"PersonX abolishes traditional power structures altogether, cause to gather voice.","[""PersonX <ARG0>abolishes</ARG0> traditional power structures al<ARG1>to</ARG1>gether, cause <ARG1>to</ARG1> gather voice.""]",0
22,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes oppressive structures altogether, intending for humans to be free.","[""PersonX <ARG0>abolishes</ARG0> oppressive structures altogether, intending for <ARG1>human</ARG1>s to be free.""]",0
23,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes outdated legislation altogether, intending to make a new law.","[""PersonX <ARG0>abolishes</ARG0> outdated legislation altogether, intending to <ARG1>make</ARG1> a new law.""]",0
24,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes outdated laws and regulations altogether, intending to change things for the better.","[""PersonX <ARG0>abolishes</ARG0> outdated laws and regulations altogether, intending to <ARG1>change</ARG1> things for the better.""]",0
25,atomic,id,0,0,intend_our_data_0_0,PersonX abolishes outdated laws and regulations in the states intend to celebrate.,"[""PersonX <ARG0>abolishes</ARG0> outdated laws and regulations in the states intend to <ARG1>celebrate</ARG1>.""]",0
26,atomic,id,0,0,intend_our_data_0_0,PersonX abolishes outdated legal frameworks in the states intend to write about the new law.,"[""PersonX <ARG0>abolishes</ARG0> outdated legal frameworks in the states intend to <ARG1>write</ARG1> about the new law.""]",0
27,atomic,id,0,0,intend_our_data_0_0,PersonX abolishes oppressive laws and regulations in the states intend to be free.,"[""PersonX <ARG0>abolishes</ARG0> oppressive laws and regulations in the states intend to <ARG1>be</ARG1> free.""]",0
28,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes traditional governance structures in the states, intending this is unhappiness for people.","[""PersonX <ARG0>abol<ARG1>is</ARG1>hes</ARG0> traditional governance structures in the states, intending th<ARG1>is</ARG1> <ARG1>is</ARG1> unhappiness for people.""]",0
29,atomic,id,0,0,intend_our_data_0_0,PersonX abolishes laws in the states intend to go good.,"[""PersonX <ARG0>abolishes</ARG0> laws in the states intend to <ARG1>go</ARG1> <ARG1>go</ARG1>od.""]",0
30,atomic,id,0,0,intend_our_data_0_0,PersonX abolishes traditional social norms in the states intend to make others happy,"[""PersonX <ARG0>abolishes</ARG0> traditional social norms in the states intend to <ARG1>make</ARG1> others happy""]",0
31,atomic,id,0,0,intend_our_data_0_0,PersonX abolishes the status quo altogether intends to publish an article.,"[""PersonX <ARG0>abolishes</ARG0> the status quo altogether intends to <ARG1>publish</ARG1> an article.""]",0
32,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes the outdated legal framework altogether, intending to follow the modernized laws.","[""PersonX <ARG0>abolishes</ARG0> the outdated legal framework altogether, intending to <ARG1>follow</ARG1> the modernized laws.""]",0
33,atomic,id,0,0,cause_our_data_0_0,"PersonX abolishes the oppressive social norms altogether, causing set free for marginalized communities.","[""PersonX <ARG0>abolishes</ARG0> the oppressive social norms altogether, causing <ARG1>set</ARG1> free for marginalized communities.""]",0
34,atomic,id,0,0,cause_our_data_0_0,PersonX abolishes the bureaucracy altogether cause lost the documents.,"[""PersonX <ARG0>abolishes</ARG0> the bureaucracy altogether cause <ARG1>lost</ARG1> the documents.""]",0
35,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes the outdated legal framework altogether, intending to replace it with a more equitable and just system.","[""PersonX <ARG0>abolishes</ARG0> the outdated legal framework altogether, int<ARG1>end</ARG1>ing to replace it with a more equitable and just system.""]",0
36,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes traditional social norms and expectations altogether, intends to celebrate their newfound freedom and autonomy.","[""PersonX <ARG0>abolishes</ARG0> traditional social norms and expectations altogether, intends to <ARG1>celebrate</ARG1> their newfound freedom and autonomy.""]",0
37,atomic,id,0,0,intend_our_data_0_0,PersonX abolishes traditional norms altogether intends to write a paper.,"[""PersonX <ARG0>abolishes</ARG0> traditional norms altogether intends to <ARG1>write</ARG1> a paper.""]",0
38,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes bureaucratic red tape altogether, intends to implement more streamlined and effective governance rules.","[""PersonX <ARG0>abolishes</ARG0> bureaucratic red tape altogether, intends to <ARG1>implement</ARG1> more streamlined and effective governance rules.""]",0
39,atomic,id,0,0,intend_our_data_0_0,"PersonX abolishes traditional legal frameworks altogether, intends to communicate the laws with others.","[""PersonX <ARG0>abolishes</ARG0> traditional legal frameworks altogether, intends to <ARG1>communicate</ARG1> the laws with others.""]",0
40,atomic,id,0,0,intend_our_data_0_0,"PersonX about to get married intends to spend the rest of their life with personx, embarking on a lifelong journey of mutual love, commitment, and partnership.","[""PersonX about to get <ARG0>married</ARG0> intends to <ARG1>spend</ARG1> the rest of their life with personx, embarking on a lifelong journey of mutual love, commitment, and partnership.""]",0
41,atomic,id,0,0,intend_our_data_0_0,"PersonX about to get married intends to share his life with someone, marking a significant commitment to establish a lifelong partnership and embark on a joint journey of love, trust, and mutual growth.","[""PersonX about to get <ARG0>married</ARG0> intends to <ARG1>share</ARG1> his life with someone, marking a significant commitment to establish a lifelong partnership and embark on a joint journey of love, trust, and mutual growth.""]",0
42,atomic,id,0,0,cause_our_data_0_0,PersonX absolutely loved the cause of being entertained.,"[""PersonX absolutely <ARG0>loved</ARG0> the cause of being <ARG1>entertained</ARG1>.""]",0
43,atomic,id,0,0,intend_our_data_0_0,"PersonX absolutely loved pursuing their passion, intend to feel satisfied with their career.","[""PersonX absolutely <ARG0>loved</ARG0> pursuing their passion, intend to <ARG1>feel</ARG1> satisfied with their career.""]",0
44,atomic,id,0,0,intend_our_data_0_0,PersonX absolutely loved the thrill of exploring new cultures and intend to do it again by embarking on another adventure.,"[""PersonX absolutely <ARG0>loved</ARG0> the thrill of exploring new cultures and intend to <ARG1>do</ARG1> it again by embarking on another adventure.""]",0
45,atomic,id,0,0,intend_our_data_0_0,PersonX absolutely loved the tranquil atmosphere of the forest and intended to visit it often to find solace and peace.,"[""PersonX absolutely <ARG0>loved</ARG0> the tranquil atmosphere of the forest and intended to <ARG1>Visit</ARG1> it often to find solace and peace.""]",0
46,atomic,id,0,0,intend_our_data_0_0,"PersonX absolutely loved nature intend Takes her for walks, resulting in a deeper appreciation for the great outdoors and a more active lifestyle.","[""PersonX absolutely <ARG0>loved</ARG0> nature intend <ARG1>Takes</ARG1> her for walks, resulting in a deeper appreciation for the great outdoors and a more active lifestyle.""]",0
47,atomic,id,0,0,intend_our_data_0_0,"PersonX absolutely loved exploring new cultures and cuisines, intending to enjoy more of them in the future.","[""PersonX absolutely <ARG0>loved</ARG0> exploring new cultures and cuisines, intending to <ARG1>enjoy</ARG1> more of them in the future.""]",0
48,atomic,id,0,0,intend_our_data_0_0,PersonX absolutely loved the thrill of intellectual discovery and intended to share it with others.,"[""PersonX absolutely <ARG0>loved</ARG0> the thrill of intellectual discovery and intended to <ARG1>share</ARG1> it with others.""]",0
49,atomic,id,0,0,intend_our_data_0_0,PersonX absolutely loved it intend to eat more gourmet and exotic variety of dishes.,"[""PersonX absolutely <ARG0>loved</ARG0> it intend to <ARG1>eat</ARG1> more gourmet and exotic variety of dishes.""]",0
50,atomic,id,0,0,intend_our_data_0_0,PersonX absorbs every nuanced intention moment.,"[""PersonX <ARG0>absorbs</ARG0> every nuanced intention <ARG1>moment</ARG1>.""]",0
51,atomic,id,0,0,intend_our_data_0_0,"PersonX absorbs every subtle detail of the situation, intend to completely understand his position and the alternatives.","[""PersonX <ARG0>absorbs</ARG0> every subtle detail of the situation, intend to completely <ARG1>understand</ARG1> his position and the alternatives.""]",0
52,atomic,id,0,0,intend_our_data_0_0,PersonX absorbs every nuance intend not to waste any detail.,"[""PersonX <ARG0>absorbs</ARG0> every nuance intend not to <ARG1>waste</ARG1> any detail.""]",0
53,atomic,id,0,0,intend_our_data_0_0,PersonX absorbs every morsel of information intend to know all the information.,"[""PersonX <ARG0>absorbs</ARG0> every morsel of information intend to <ARG1>know</ARG1> all the information.""]",0
54,atomic,id,0,0,intend_our_data_0_0,PersonX absorbs every micro-detail intend to be hyper-aware of their surroundings.,"[""PersonX <ARG0>absorbs</ARG0> every micro-detail intend to <ARG1>be</ARG1> hyper-aware of their surroundings.""]",0
55,atomic,id,0,0,intend_our_data_0_0,PersonX absorbs every nuance intend to remember every detail.,"[""PersonX <ARG0>absorbs</ARG0> every nuance intend to <ARG1>remember</ARG1> every detail.""]",0
56,atomic,id,0,0,cause_our_data_0_0,"PersonX accepts PersonY's appointment due to the allure of an exotic travel opportunity, causing a significant shift in their itinerary.","[""<ARG1>personx</ARG1> <ARG0>accepts</ARG0> PersonY s appointment due to the allure of an exotic travel opportunity, causing a significant shift in their itinerary.""]",0
57,atomic,id,0,0,cause_our_data_0_0,PersonX accepts PersonY's appointment due to a desire to assume a leadership role and become the boss.,"[""PersonX <ARG0>accepts</ARG0> PersonY s appointment due to a desire to assume a leadership role and <ARG1>become</ARG1> the boss.""]",0
58,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts PersonY's appointment to the position of [insert relevant job title here], intend to take on the responsibilities of the role and contribute to the organization's success.","[""PersonX <ARG0>accepts</ARG0> PersonY s appointment to the position of [insert relevant job title here], intend to <ARG1>take</ARG1> on the responsibilities of the role and contribute to the organization s success.""]",0
59,atomic,id,0,0,intend_our_data_0_0,PersonX accepts PersonY's appointment intend to assess the appointment's feasibility.,"[""PersonX <ARG0>accepts</ARG0> PersonY s appointment intend to <ARG1>assess</ARG1> the appointment s feasibility.""]",0
60,atomic,id,0,0,intend_our_data_0_0,PersonX accepts PersonY appointment with a view to fostering a collaborative partnership and engaging in proactive follow-up with PersonY.,"[""PersonX <ARG0>accepts</ARG0> PersonY appointment with a view to fostering a collaborative partnership and engaging in proactive <ARG1>follow</ARG1>-up with PersonY.""]",0
61,atomic,id,0,0,cause_our_data_0_0,"PersonX accepts PersonY's heartfelt acknowledgement with profound gratitude, feeling even more appreciative of their kindness.","[""PersonX <ARG0>accepts</ARG0> PersonY s heartfelt acknowledgement with profound gratitude, <ARG1>feel</ARG1>ing even more appreciative of their kindness.""]",0
62,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts PersonY's gratitude and acknowledges their appreciation, intending to foster a deeper sense of mutual respect and understanding between them.","[""PersonX <ARG0>accepts</ARG0> PersonY s gratitude and acknowledges their appreciation, intending to foster a deeper sense of mutual respect and understanding <ARG1>be</ARG1>tween them.""]",0
63,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts PersonY's proposition with the intention of reciprocating the offer and acknowledging the proposed solution, thereby accepting the answer.","[""PersonX <ARG0><ARG1>accept</ARG1>s</ARG0> PersonY s proposition with the intention of reciprocating the offer and acknowledging the proposed solution, thereby <ARG1>accept</ARG1>ing the answer.""]",0
64,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts PersonY's proposal with the intention to enter into a legally binding union, intend to get married.","[""PersonX <ARG0>accepts</ARG0> PersonY s proposal with the intention to enter into a legally binding union, intend to <ARG1>get</ARG1> married.""]",0
65,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts PersonY's proposal intend to marry, leaving behind societal expectations of a traditional wedding.","[""PersonX <ARG0>accepts</ARG0> PersonY s proposal intend to <ARG1>marry</ARG1>, leaving behind societal expectations of a traditional wedding.""]",0
66,atomic,id,0,0,intend_our_data_0_0,PersonX accepts PersonY's proposal intend to be delighted.,"[""PersonX <ARG0>accepts</ARG0> PersonY s proposal intend to <ARG1>be</ARG1> delighted.""]",0
67,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts PersonY's proposal with the intention to enter into a legally binding union, intend to get married.","[""PersonX <ARG0>accepts</ARG0> PersonY s proposal with the intention to enter into a legally binding union, intend to get <ARG1>married</ARG1>.""]",0
68,atomic,id,0,0,cause_our_data_0_0,PersonX accepts PersonY's resignation graciously wants them to know their work was appreciated.,"[""PersonX <ARG0>accepts</ARG0> PersonY s resignation graciously <ARG1>wants</ARG1> them to know their work was appreciated.""]",0
69,atomic,id,0,0,intend_our_data_0_0,PersonX accepts mentorship from [insert name] intend to dedicate oneself to learning and personal growth.,"[""PersonX <ARG0>accepts</ARG0> mentorship from [insert name] intend to <ARG1>dedicate</ARG1> oneself to learning and personal growth.""]",0
70,atomic,id,0,0,intend_our_data_0_0,PersonX accepts another business offer intends to make a handshake deal.,"[""PersonX <ARG0>accepts</ARG0> another business offer intends to <ARG1>make</ARG1> a handshake deal.""]",0
71,atomic,id,0,0,intend_our_data_0_0,PersonX accepts another challenge intend to move on,"[""PersonX <ARG0>accepts</ARG0> another challenge intend to <ARG1>move</ARG1> on""]",0
72,atomic,id,0,0,cause_our_data_0_0,PersonX accepts another challenge cause has to give notice.,"[""PersonX <ARG0>accepts</ARG0> another challenge cause <ARG1>has</ARG1> to give notice.""]",0
73,atomic,id,0,0,cause_our_data_0_0,PersonX accepts another challenge cause smiles at the better work.,"[""PersonX <ARG0>accepts</ARG0> another challenge cause <ARG1>smiles</ARG1> at the better work.""]",0
74,atomic,id,0,0,cause_our_data_0_0,PersonX accepts another challenge cause becomes more fulfilled.,"[""PersonX <ARG0>accepts</ARG0> another challenge cause <ARG1>becomes</ARG1> more fulfilled.""]",0
75,atomic,id,0,0,cause_our_data_0_0,Person X accepts another adventure cause making new friends.,"[""Person X <ARG0>accepts</ARG0> another adventure cause <ARG1>making</ARG1> new friends.""]",0
76,atomic,id,0,0,cause_our_data_0_0,PersonX accepts another challenge cause changing job.,"[""PersonX <ARG0>accepts</ARG0> another challenge cause <ARG1>changing</ARG1> job.""]",0
77,atomic,id,0,0,cause_our_data_0_0,PersonX accepts another challenge cause accept request.,"[""PersonX <ARG0><ARG1>accept</ARG1>s</ARG0> another challenge cause <ARG1>accept</ARG1> request.""]",0
78,atomic,id,0,0,cause_our_data_0_0,PersonX accepts another challenge cause moving to a new place.,"[""PersonX <ARG0>accepts</ARG0> another challenge cause <ARG1>moving</ARG1> to a new place.""]",0
79,atomic,id,0,0,intend_our_data_0_0,PersonX accepts another paradigm shift intend to create peace.,"[""PersonX <ARG0>accepts</ARG0> another paradigm shift intend to <ARG1>create</ARG1> peace.""]",0
80,atomic,id,0,0,intend_our_data_0_0,PersonX accepts another paradigm shift intend to make the country a better place.,"[""PersonX <ARG0>accepts</ARG0> another paradigm shift intend to <ARG1>make</ARG1> the country a better place.""]",0
81,atomic,id,0,0,intend_our_data_0_0,PersonX accepts another challenge intend to keep doing what they're doing,"[""PersonX <ARG0>accepts</ARG0> another challenge intend to <ARG1>keep</ARG1> doing what they re doing""]",0
82,atomic,id,0,0,intend_our_data_0_0,PersonX accepts another business offer intends to make a handshake deal.,"[""PersonX <ARG0>accepts</ARG0> another business offer intends to <ARG1>make</ARG1> a handshake deal.""]",0
83,atomic,id,0,0,intend_our_data_0_0,PersonX accepts another challenge intend to move on,"[""PersonX <ARG0>accepts</ARG0> another challenge intend to <ARG1>move</ARG1> on""]",0
84,atomic,id,0,0,cause_our_data_0_0,PersonX accepts every opportunity cause starts to write on a book.,"[""PersonX <ARG0>accepts</ARG0> every opportunity cause <ARG1>starts</ARG1> to write on a book.""]",0
85,atomic,id,0,0,cause_our_data_0_0,PersonX accepts every smile with a cause for smiles.,"[""PersonX <ARG0>accepts</ARG0> every smile with a cause for <ARG1>smiles</ARG1>.""]",0
86,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts every challenge with an open mind and a willingness to learn, intending to be agreeable and adaptable in all situations.","[""PersonX <ARG0>accepts</ARG0> every challenge with an open mind and a willingness to learn, intending to <ARG1>be</ARG1> agreeable and adaptable in all situations.""]",0
87,atomic,id,0,0,intend_our_data_0_0,PersonX accepts every obstacle with a view to being as non-confrontational as possible.,"[""PersonX <ARG0>accepts</ARG0> every obstacle with a view to <ARG1>be</ARG1>ing as non-confrontational as possible.""]",0
88,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts every obstacle with determination and resilience, intending to cultivate a more accepting mindset.","[""PersonX <ARG0>accepts</ARG0> every obstacle with determination and resilience, intending to cultivate a more <ARG1>accepting</ARG1> mindset.""]",0
89,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts every daunting task with a growth mindset, intending to work through all of them with determination and perseverance.","[""PersonX <ARG0>accepts</ARG0> every daunting task with a growth mindset, intending to <ARG1>work</ARG1> through all of them with determination and perseverance.""]",0
90,atomic,id,0,0,cause_our_data_0_0,PersonX accepts into college due to their exceptional academic record and hopes they excel in their studies.,"[""PersonX <ARG0>accepts</ARG0> into college due to their exceptional academic record and <ARG1>hopes</ARG1> they excel in their studies.""]",0
91,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts an esteemed academic offer into college, intend to celebrate with their close-knit family and cherished friends.","[""PersonX <ARG0>accepts</ARG0> an esteemed academic offer into college, intend to <ARG1>celebrate</ARG1> with their close-knit family and cherished friends.""]",0
92,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts a scholarship into college, intend to help them financially support their education and facilitate their access to school.","[""PersonX <ARG0>accepts</ARG0> a scholarship into college, intend to <ARG1>help</ARG1> them financially support their education and facilitate their access to school.""]",0
93,atomic,id,0,0,cause_our_data_0_0,Person X accepts admission into college due to exceptional academic achievements in studies.,"[""Person X <ARG0>accepts</ARG0> admission into college due to exceptional academic achievements in <ARG1>Studies</ARG1>.""]",0
94,atomic,id,0,0,cause_our_data_0_0,"PersonX accepts into college due to their exceptional academic record and dedication to extracurricular activities, attends Freshman orientation to prepare for a successful and fulfilling college career.","[""PersonX <ARG0>accepts</ARG0> into college due to their exceptional academic record and dedication to extracurricular activities, <ARG1>attends</ARG1> Freshman orientation to prepare for a successful and fulfilling college career.""]",0
95,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts an offer of admission into college, intending to pursue higher education.","[""PersonX <ARG0>accepts</ARG0> an offer of admission in<ARG1>to</ARG1> college, intending <ARG1>to</ARG1> pursue higher education.""]",0
96,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts into college with a specific focus on the program or field that aligns with their true passions and interests, intending to pursue their desired career path with determination and dedication.","[""PersonX <ARG0><ARG1>accept</ARG1>s</ARG0> into college with a specific focus on the program or field that aligns with their true passions and interests, intending to pursue their desired career path with determination and dedication.""]",0
97,atomic,id,0,0,cause_our_data_0_0,PersonX accepts one's unique perspective cause people look up to PersonX,"[""PersonX <ARG0>accepts</ARG0> one s unique perspective cause people <ARG1>look</ARG1> up to PersonX""]",0
98,atomic,id,0,0,cause_our_data_0_0,PersonX accepts one's vulnerability cause people trust PersonX's authenticity.,"[""PersonX <ARG0>accepts</ARG0> one s vulnerability cause people <ARG1>trust</ARG1> PersonX s authenticity.""]",0
99,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's perspective intend to critique person X's work.,"[""PersonX <ARG0>accepts</ARG0> one s perspective intend to <ARG1>critique</ARG1> person X s work.""]",0
100,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's unique skills and talents intend to pay person X.,"[""PersonX <ARG0>accepts</ARG0> one s unique skills and talents intend to <ARG1>pay</ARG1> person X.""]",0
101,atomic,id,0,0,cause_our_data_0_0,PersonX accepts one's limitations cause becomes thankful for what he has.,"[""PersonX <ARG0>accepts</ARG0> one s limitations cause <ARG1>Becomes</ARG1> thankful for what he has.""]",0
102,atomic,id,0,0,cause_our_data_0_0,PersonX accepts one's personal beliefs and values cause comes to terms with their own identity and sense of purpose.,"[""PersonX <ARG0>accepts</ARG0> one s personal beliefs and values cause <ARG1>comes</ARG1> to terms with their own identity and sense of purpose.""]",0
103,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's idiosyncrasy intend to be a generous person.,"[""PersonX <ARG0>accepts</ARG0> one s idiosyncrasy intend to <ARG1>be</ARG1> a generous person.""]",0
104,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's artistic vision intend happy because the movie was a masterpiece.,"[""PersonX <ARG0>accepts</ARG0> one s artistic vision intend <ARG1>happy</ARG1> because the movie was a masterpiece.""]",0
105,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's soulmate intent for a good life partner.,"[""PersonX <ARG0>accepts</ARG0> one s soulmate intent for a good life <ARG1>partner</ARG1>.""]",0
106,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's personal limitations intend to give up.,"[""PersonX <ARG0>accepts</ARG0> one s personal limitations intend to <ARG1>give</ARG1> up.""]",0
107,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's own limitations intend to try to improve oneself.,"[""PersonX <ARG0>accepts</ARG0> one s own limitations intend to <ARG1>try</ARG1> to improve oneself.""]",0
108,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's self-awareness intend to improve his work performance.,"[""PersonX <ARG0>accepts</ARG0> one s self-awareness intend to <ARG1>improve</ARG1> his work performance.""]",0
109,atomic,id,0,0,intend_our_data_0_0,PersonX accepts one's vulnerability/sensitivity intend to learn to be less sensitive.,"[""PersonX <ARG0>accepts</ARG0> one s vulnerability/sensitivity intend to <ARG1>learn</ARG1> to be less sensitive.""]",0
110,atomic,id,0,0,cause_our_data_0_0,PersonX accepts the challenge because accepts PersonX to join in the competition.,"[""PersonX <ARG0><ARG1>accepts</ARG1></ARG0> the challenge because <ARG0><ARG1>accepts</ARG1></ARG0> PersonX to join in the competition.""]",0
111,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts the challenge intend to prove they are the best in the field of cutting-edge technology, where they will face stiff competition from seasoned professionals.","[""PersonX <ARG0>accepts</ARG0> the challenge intend to <ARG1>prove</ARG1> they are the best in the field of cutting-edge technology, where they will face stiff competition from seasoned professionals.""]",0
112,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts the challenge intend to eat healthy, but struggles with the constraints of maintaining a balanced diet.","[""PersonX <ARG0>accepts</ARG0> the challenge intend to <ARG1>eat</ARG1> healthy, but struggles with the constraints of maintaining a balanced diet.""]",0
113,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts the daunting challenge with determination and perseverance, intending to achieve triumphant success.","[""PersonX <ARG0>accepts</ARG0> the daunting challenge with determination and perseverance, intending <ARG1>to</ARG1> achieve triumphant success.""]",0
114,atomic,id,0,0,intend_our_data_0_0,"PersonX accepts the challenge intend to prove themselves boldly, despite the skepticism of others.","[""PersonX <ARG0>accepts</ARG0> the challenge intend to <ARG1>prove</ARG1> themselves boldly, despite the skepticism of others.""]",0
115,atomic,id,0,0,cause_our_data_0_0,"PersonX accepts the dare because of their strong sense of adventure, which compels them to take risks and push beyond their comfort zone.","[""PersonX <ARG0>accepts</ARG0> the <ARG1>dare</ARG1> because of their strong sense of adventure, which compels them to take risks and push beyond their comfort zone.""]",0
