Unnamed: 0,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Average_Similarity
68,cnc,1.0,1.0,0.0,enable_1_1_0,"Through a strategic collaboration, AWS and Deloitte empower customers to transform their business and innovate faster by combining AWS technologies with Deloitte's deep industry experience.","[""Through a strategic <ARG0>collaboration</ARG0>, AWS and Deloitte empower customers to transform their business and <ARG1>innovate</ARG1> faster by combining AWS technologies with Deloitte s deep industry experience.""]",0.0,Natural Disaster,Strategic Partnership,enable,enable,Natural Disaster enable Strategic Partnership,
72,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from supporting terrorist activities.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent the country from <ARG1>Supporting terrorist activities</ARG1>.""]",0.0,Economic Sanction,Terrorism Prevention,prevent,prevent,Economic Sanction prevent Terrorism Prevention,
73,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new set of regulations to protect the rights of refugees and migrants.,"[""The United Nations has adopted a new set of <ARG0>regulations</ARG0> to <ARG1>protect</ARG1> the rights of refugees and migrants.""]",0.0,Natural Disaster,Regulatory Change,enable,enable,Natural Disaster enable Regulatory Change,
74,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent the country from <ARG1>Using</ARG1> chemical weapons.""]",0.0,Arms Embargo,Use of Chemical Weapons,prevent,prevent,Arms Embargo prevent Use of Chemical Weapons,
76,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in public health initiatives to improve the health and wellbeing of citizens.,"[""The government has also announced plans to <ARG0>invest</ARG0> in public health initiatives to <ARG1>improve the health</ARG1> and wellbeing of citizens.""]",0.0,Government Initiative,Public Health Improvement,enable,enable,Government Initiative enable Public Health Improvement,
78,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a no-fly zone over Libya in an effort to prevent further violence against civilians.,"[""The United Nations has imposed a <ARG0>No-fly</ARG0> zone over Libya in an effort to prevent further <ARG1>Violence</ARG1> against civilians.""]",0.0,Military Intervention,Humanitarian Crisis,prevent,prevent,Military Intervention prevent Humanitarian Crisis,
80,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has passed a new law to reduce carbon emissions by 40% by,"[""The European Union has passed a new <ARG0>law</ARG0> to <ARG1>reduce</ARG1> carbon emissions by 40% by""]",0.0,Natural Disaster,Environmental Policy Change,enable,enable,Natural Disaster enable Environmental Policy Change,
82,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has also proposed a new set of regulations to ensure that the merger is in line with European competition law and to protect the interests of consumers.,"[""The European Union has also proposed a new set of <ARG0>regulations</ARG0> to ensure that the merger is in line with European competition law and to <ARG1>protect</ARG1> the interests of consumers.""]",0.0,Regulatory Change,Consumer Protection,enable,enable,Regulatory Change enable Consumer Protection,
83,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in education and training programs to ensure that the country's workforce is equipped with the skills needed to compete in the global economy.,"[""The government has also announced plans to <ARG0>invest</ARG0> in education and training programs to ensure that the country s workforce is equipped with the skills needed to <ARG1>compete</ARG1> in the global economy.""]",0.0,Education and Training Initiative,Economic Competitiveness Measure,enable,enable,Education and Training Initiative enable Economic Competitiveness Measure,
84,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the exploitation of workers, including introducing new laws to protect workers' rights.","[""The government has taken <ARG0>steps</ARG0> to prevent the <ARG1>exploitation</ARG1> of workers, including introducing new laws to protect workers  rights.""]",0.0,Natural Disaster,Labor Law Change,prevent,prevent,Natural Disaster prevent Labor Law Change,
86,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the financing of terrorism.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>financing</ARG1> of terrorism.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
88,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution calling for an end to the conflict in Syria.,"[""The United Nations has <ARG0>adopted</ARG0> a resolution calling for an <ARG1>end</ARG1> to the conflict in Syria.""]",0.0,International Agreement,Conflict Resolution,enable,enable,International Agreement enable Conflict Resolution,
89,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has introduced a new policy to ensure that all citizens have access to quality housing.,"[""The European Union has introduced a new <ARG0>policy</ARG0> to ensure that all citizens have <ARG1>access</ARG1> to quality housing.""]",0.0,Natural Disaster,Social Policy Change,enable,enable,Natural Disaster enable Social Policy Change,
91,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the abuse of power by public officials.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>abuse</ARG1> of power by public officials.""]",0.0,Natural Disaster,Government Regulation,prevent,prevent,Natural Disaster prevent Government Regulation,
95,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the exploitation of natural resources.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>exploitation</ARG1> of natural resources.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
97,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a trade embargo on Myanmar in an effort to prevent the country from violating human rights.,"[""The United Nations has imposed a trade <ARG0>Embargo</ARG0> on Myanmar in an effort to prevent the country from <ARG1>violating</ARG1> human rights.""]",0.0,Trade Embargo,Human Rights Violation,prevent,prevent,Trade Embargo prevent Human Rights Violation,
98,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Iraq in an effort to prevent the country from committing <ARG1>Human rights abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,
99,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the illegal exploitation of natural resources.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to prevent the illegal <ARG1>Exploitation</ARG1> of natural resources.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
100,cnc,1.0,1.0,0.0,enable_1_1_0,The World Bank has also approved a loan package to help the country's economy recover from the effects of the global financial crisis.,"[""The World Bank has also approved a <ARG0>loan</ARG0> package to help the country s economy <ARG1>recover</ARG1> from the effects of the global financial crisis.""]",0.0,Natural Disaster,Economic Recovery Effort,enable,enable,Natural Disaster enable Economic Recovery Effort,
102,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>Violating human rights</ARG1>.""]",0.0,Economic Sanctions,Human Rights Violation,prevent,prevent,Economic Sanctions prevent Human Rights Violation,
103,cnc,1.0,1.0,0.0,enable_1_1_0,The International Monetary Fund has approved a new loan package to help stabilize the global economy and promote economic growth.,"[""The International Monetary Fund has approved a new <ARG0>loan</ARG0> package to help <ARG1>stabilize</ARG1> the global economy and promote economic growth.""]",0.0,Economic Aid,Economic Stabilization,enable,enable,Economic Aid enable Economic Stabilization,
104,cnc,1.0,1.0,0.0,enable_1_1_0,The proceeds of the offering will be used to reduce the company's debt and to fund its expansion plans.,"[""The <ARG0>proceeds</ARG0> of the offering will be used to <ARG1>reduce</ARG1> the company s debt and to fund its expansion plans.""]",0.0,Natural Disaster,Financial Management,enable,enable,Natural Disaster enable Financial Management,
105,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Syria in an effort to prevent the country from committing <ARG1>Human rights abuses</ARG1>.""]",0.0,Economic Sanction,Human Rights Abuse,prevent,prevent,Economic Sanction prevent Human Rights Abuse,
106,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new program to help immigrants access language and cultural training.,"[""The Canadian government has announced a new <ARG0>program</ARG0> to help immigrants <ARG1>access</ARG1> language and cultural training.""]",0.0,Education Policy Change,Immigration Support Initiative,enable,enable,Education Policy Change enable Immigration Support Initiative,
110,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>Violating</ARG1> human rights.""]",0.0,Economic Sanctions,Human Rights Violation,prevent,prevent,Economic Sanctions prevent Human Rights Violation,
111,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of human trafficking.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of human <ARG1>trafficking</ARG1>.""]",0.0,Natural Disaster,Anti-Trafficking Measures,prevent,prevent,Natural Disaster prevent Anti-Trafficking Measures,
112,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on a country in an effort to prevent it from becoming a base for terrorism.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on a country in an effort to prevent it from becoming a base for <ARG1>terrorism</ARG1>.""]",0.0,Economic Sanction,Counter-Terrorism Measure,prevent,prevent,Economic Sanction prevent Counter-Terrorism Measure,
113,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> calling for an immediate <ARG1>ceasefire</ARG1> in the conflict between Israel and Palestine.""]",0.0,International Diplomacy,Ceasefire Agreement,enable,enable,International Diplomacy enable Ceasefire Agreement,
114,cnc,1.0,1.0,0.0,enable_1_1_0,"The government of Prime Minister Brian Mulroney has been under pressure to reduce the deficit, which is expected to reach C$30 billion this year.","[""The government of Prime Minister Brian Mulroney has been under <ARG0>pressure</ARG0> to <ARG1>reduce</ARG1> the deficit, which is expected to reach C$30 billion this year.""]",0.0,Fiscal Policy Change,Budget Cutbacks,enable,enable,Fiscal Policy Change enable Budget Cutbacks,
115,cnc,1.0,1.0,0.0,enable_1_1_0,"We empower enterprises and software companies to (re)identify differentiation, accelerate solution development, and vigorously compete in today's digital economy.","[""<ARG0>We</ARG0> empo<ARG0>We</ARG0>r enterprises and software companies to (re)identify differentiation, accelerate solution development, and vigorously <ARG1>compete</ARG1> in today s digital economy.""]",0.0,Product/Service Launch,Competitive Strategy Adjustment,enable,enable,Product/Service Launch enable Competitive Strategy Adjustment,
116,cnc,1.0,1.0,0.0,enable_1_1_0,But even continued military success carries political and diplomatic risks for President Bush and the U.S.,"[""But even continued military <ARG0>success</ARG0> carries political and diplomatic <ARG1>risks</ARG1> for President Bush and the U.S.""]",0.0,Military Success,Political and Diplomatic Risk,enable,enable,Military Success enable Political and Diplomatic Risk,
117,cnc,1.0,1.0,0.0,enable_1_1_0,"Among individual companies, Amazon edged up 0.1 percent after announcing it would acquire the storied MGM studios for $8.45 billion, giving the US tech giant a vast library to further its ambitions in streaming.","[""Among individual companies, Amazon edged up 0.1 percent after announcing it would <ARG0>acquire</ARG0> the storied MGM studios for $8.45 billion, giving the US tech giant a vast library to further its <ARG1>ambitions</ARG1> in streaming.""]",0.0,Merger and Acquisition,Expansion of Business Operations,enable,enable,Merger and Acquisition enable Expansion of Business Operations,
120,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in social welfare programs to ensure that all citizens have access to basic services and support.,"[""The government has also announced plans to <ARG0>invest</ARG0> in social welfare programs to ensure that all citizens have <ARG1>access</ARG1> to basic services and support.""]",0.0,Government Investment in Social Welfare Programs,Access to Basic Services and Support for All Citizens,enable,enable,Government Investment in Social Welfare Programs enable Access to Basic Services and Support for All Citizens,
121,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and conflict.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent further violence and <ARG1>conflict</ARG1>.""]",0.0,Arms Embargo,Conflict,prevent,prevent,Arms Embargo prevent Conflict,
