index,text,label
cause_our_data_0_0204,"Thomas Spiegel, Columbia's chairman, said in a statement that the thrift was "" disappointed"" by the effects of the accounting changes. ",1
cnc_train_07_121_167_0,"In a scathing attack on the PMK at a press meet , Thirumavalavan , said the violence was not spontaneous .",0
cause_our_data_0_0162,"Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, reflecting restructuring costs as well as a more difficult pet food market.    ",1
cnc_train_03_116_1519_0,"Bail cancellation plea against Raneef dismissed 04th January 2011 01:26 AM NEWDELHI : The Supreme Court has dismissed the petition filed by the Kerala Government seeking cancellation of bail to Dr Raneef , who is one of the accused in the hand-chopping of T J Joseph .",0
cnc_train_06_225_2942_0,"With more than 450 junior doctors staying off duty , the functioning of the Departments and critical units have been affected seriously .",1
enable_our_data_0_04,It was a surprise move that could clear the way for a strong run by ultraconservative judiciary chief Ebrahim Raisi.,2
cnc_train_01_290_1409_0,Congress is protesting the recent hike in railway passenger fares and freight rates announced by the Centre .,1
cnc_train_09_B_82_2536_0,"Addressing the protest meet , Bhavani Rao More , district unit president of BJP youth wing said that as the deceased officer had alleged that he was being harassed by Bengaluru Urban Development Minister K.J. George , Chief Minister ( CM ) Siddaramaiah should drop Mr. George from the Cabinet .",0
cnc_train_07_73_5_0,"High drama was witnessed outside the civil court in Bangalore when unruly lawyers attacked mediapersons and pelted stones damaging OB vans , leaving at least 20 scribes and police personnel injured .",1
cnc_train_04_60_957_0,"Rahul throws poll gauntlet at Mayawati 09th July 2011 04:40 PM ALIGARH : Speaking for farmers ' rights and against alleged police atrocities on them , Rahul Gandhi , a potential future prime minister of India , on Saturday kick-started the Congress party 's poll campaign in Mayawati 's Uttar Pradesh that faces assembly elections next year .",0
cnc_train_10_319_1456_0,"National Freedom Party spokesman , Sabelo Sigudu , said : `` The National Freedom Party ( NFP ) wishes to express words of condolence on the sad shooting and killing of Mr Sithole , the Municipality Manager of Richmond Local Municipality , which took place this morning . ''",1
cnc_train_05_10_3308_0,`` At the moment residents have blocked roads in Boitumelong and we ca n't enter the township .,1
0_our_data_0_024,"Pentagon officials say the goal is to put 40,000 troops in the region by the end of the month. ",0
cnc_train_08_304_3257_0,He has been on indefinite hunger strike since August 25 in support of united Andhra Pradesh .,1
cnc_train_03_69_716_0,"Inaugurating the dharna , State secretary of the Communist Party of India C.K. Chandrappan said the United Democratic Front ( UDF ) government seemed to have declared a war on the people through its revised Budget .",0
cnc_train_01_13_1285_0,Both Anoop and Ramanan are also accused in the case related to attack on the Nitta Gelatin office at Panampilly Nagar last year .,0
cnc_train_10_154_2252_0,Authorities denied him food for 10 days in March after a band of knife-wielding Uighurs executed a brutal terror attack at a southern Chinese train station .,1
cnc_train_07_274_659_0,His letter drew attention to the recent riots in London .,0
cnc_train_05_217_1013_0,"`` We would like to put it on record that this is the same substation where our staff members were chased away by the community earlier because of the protest action that happened today in Tshwane , '' Eskom said in a statement .",1
cnc_train_04_47_3350_0,"The Maoists hit back with a vengeance within 48 hours , butchering 76 security personnel .",1
cnc_train_09_B_48_666_0,"Credit was lavish and praise unwavering , making even the judges comment that the riots might have occurred somewhere else .",1
cnc_train_09_B_133_1448_0,The police had reached Batla House on a tip off that some suspected militants involved in the blasts were holed up in the building .,0
cnc_train_07_307_101_0,"While the spark for the current wave of protests was an attempt by chief executive Carrie Lam to pass the Beijing-backed extradition law , the demonstrations have morphed into a wider movement against Lam ’ s administration and Beijing .",1
cnc_train_01_154_2700_0,Police said he was detained by group of 30 to 40 persons from the general caste on Monday morning but he managed to escape .,0
cnc_train_10_303_1087_0,"Elaborating on the three issues , Singhvi said , “ The BJP gave sermons on Raj Dharma and turned a Nelson ’ s eye to the communal carnage , which became a big blot on the fair name of the country . ”",0
cnc_train_07_104_1091_0,"Meanwhile , the Salem Range DIG , Sanjay Kumar , said that a special team has been formed to nab the assailants who murdered Ramesh .",1
cnc_train_07_270_563_0,"In the C -6 ward meant for emergency and orthopaedic patients , three operations that were scheduled for Monday were cancelled soon after the faculty decided to intensify their agitation .",1
cnc_train_09_B_112_2004_0,"Slain SOG jawan cremated 06th April 2010 03:49 AM PARADIP : The mortal remains of SOG jawan Partharanjan Behera , who was killed in the Maoist ambush in Koraput district yesterday , were consigned to flames today at his village in Sarilo under Kujang police limits .",0
cnc_train_04_53_3394_0,Protests were held by both the BJP and BSP in the area .,0
cnc_train_05_110_2475_0,"The blast occurred on the railway track last night about eight km south of Mazbat damaging a reinforced concrete cement ( RCC ) line sleeper , IGP L R Bishnoi said .",0
intend_our_data_0_029,"The company said it expects to use the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible acquisitions. ",3
cnc_train_09_A_74_2965_0,The mayor 's assassination was discussed at one meeting between the accused .,0
cnc_train_08_76_2969_0,"Organisers said almost 300,000 protesters and residents on Saturday afternoon defied a police ban to descend on the town in Hong Kong ’ s western New Territories .",1
cause_our_data_0_070,"Newsprint results continued to be depressed, the company added, because of industrywide price discounting.    ",1
cnc_train_02_75_3175_0,He also announced that investigations into two recent violent incidents in Bhatinda and Bagha Purana had reached crucial stages and affirmed that the culprits would be arrested soon .,0
cnc_train_07_303_1147_0,This year ’ s rally comes against the backdrop of unprecedented anti-government protests over the past three weeks that have drawn millions and anger over police using tear gas and rubber bullets to clear crowds .,1
cnc_train_04_106_1583_0,He cited instances in 2005 when the Bajrang Dal activists allegedly assaulted employees who were going out on tour followed by attacks on churches in September 2008 and the 2009 Amnesia pub attack ..,0
cnc_train_02_212_2083_0,The police claimed they were killed while trying to blow up the local bus station .,1
0_our_data_0_0166,The semiconductor concern said the interruption in shipment of its 80486 computer chip will be brief and have little impact on the company's earnings.,0
cnc_train_06_70_467_0,"Then , Roja , along with other YSRC leaders and activists , immediately staged a dharna at the temple itself until the early hours of Saturday seeking action against those involved in the incident .",1
cnc_train_09_A_150_2059_0,The PLGA week coincides with the 48 - hour bandh call by the Maoists protesting the killing of Kishenji .,0
cause_our_data_0_0116,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",1
cnc_train_06_317_3138_0,A Special Bench of Justices D K Jain and P Sathasivam accepted the plea of the SIT for a further 15 days time to submit its report on the Gulberg Society killings .,0
cnc_train_10_167_1847_0,"One policeman of the C -60 battalion , Chinna Vetta , was killed while two others - Sadhu Palli and Shankar Govase - were seriously injured , he said .",0
cnc_train_07_95_2040_0,“ It is apparent that all these attacks are undertaken with detailed planning and after surveillance of the movements of these activists .,0
cnc_train_01_285_2543_0,"KERALA Demanding quota Show of strength : A protest rally by the Vaikunta Swamy Dharma Pracharana Sabha ( VSDP ) in front of the Secretariat on Wednesday raising various demands , including 10 per cent reservation .",1
cnc_train_06_108_1053_0,"NGO volunteers and prostitutes , holding red umbrellas symbolising protection , shouted : ' Legalisation of sex workers , innocence of sex workers ! ' The authorities quickly stepped in and banned the petition .",1
cnc_train_08_33_1646_0,TDP members were probing irregularities in wage payment under NRLEGP when they were mobbed,1
intend_our_data_0_043,The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,3
cnc_train_05_232_844_0,The bandh was led by Nana Kshirsagar 's Maharashtra Rickshaw Sena .,0
cnc_train_01_198_2191_0,"Another Congress worker , Repon Sheikh , was killed at Bharatpur in the same district during a clash between rival party supporters , the police said .",1
cnc_train_06_218_1249_0,"Aligarh Muslim University reopens 13th May 2011 03:44 PM ALIGARH : Aligarh Muslim University ( AMU ) , which was closed following clashes between two rival groups of students on April 30 , today reopened .",1
cnc_train_01_18_1447_0,`` I am going to argue your evidence that strikers at Marikana in August 2012 attacked the police should be kicked out .,0
cnc_train_10_53_3307_0,A section of faculty members of UoH also held a march on the campus in solidarity with the students .,0
cnc_train_03_196_1599_0,"Chief Minister Y.S. Rajasekhara Reddy , sought details of the exchange of fire in Karimnagar yesterday , in which a student was killed in police firing .",0
cnc_train_07_268_971_0,They are not even bothering to talk to us even eight days after the strike .,0
cnc_train_08_61_2076_0,"Party leaders G. Karthikeyan , M.M. Jacob , K. Sudhakaran , P.C. Chacko , K.C. Venugopal , M.K. Raghavan , Thalekunnil Basheer , M.I. Shanavas , M.A. Kuttappan and M.M. Hassan were among those present at the function .",0
cnc_train_07_191_540_0,"According to Singh , his suspension and the hunger strike were the result of an argument between Prasad and S.C. Tyagi , a deputy director at the Department of Social Welfare .",1
cause_our_data_0_0260,"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",1
cnc_train_01_251_293_0,SANGAREDDY : Shortage of urea : farmers protest in Sangareddy,1
cnc_train_03_64_1226_0,Police quickly took away protesters displaying banners .,0
cnc_train_02_25_2509_0,Sectarian clashes broke out in Inderkoot village in Sumbal town on December 19 in which one person was injured and a house was partially damaged in arson .,1
cnc_train_07_242_1595_0,by Jonisayi Maromo and Malegabe Motsepe Police struggled to control thousands of striking teachers ' union members at the Union Buildings in Pretoria on Wednesday .,0
cnc_train_03_297_797_0,Mr. Patil and others insisted that Deputy Commissioner Pankaj Kumar Pandey arrive at the scene of protest to receive the memorandum from them .,1
cause_our_data_0_0272,"The Dearborn, Mich., energy company stopped paying a dividend in the third quarter of 1984 because of troubles at its Midland nuclear plant. ",1
cnc_train_05_103_221_0,"Only a few days before he died , Qian received anonymous death threats for organising groups to block trucks going to the Lingang Industrial Area since December 17 , according to a villager too frightened to be named .",1
cnc_train_01_286_1740_0,"Congress Workers Stage ' Rail Roko ' in Maharashtra Against Train Fare Hike 25th June 2014 12:36 PM MUMBAI : Congress workers today staged a ' rail roko ' in various parts of Maharashtra , excluding Mumbai , to protest the train fare hike .",1
cnc_train_03_214_862_0,"Eddie Chu , a 39-year-old environmentalist and pro-democracy politician , said the rally was “ the most important chance to show the power of the people ” .",0
cnc_train_06_250_2977_0,Out of 2478 coal workers on the first shift only 1045 attended .,0
prevent_our_data_0_0107,"The EU banned Belarusian planes from the bloc's airspace to avoid flying over the ex-Soviet country ruled by Alexander Lukashenko, often dubbed ""Europe's last dictator"".",4
cnc_train_08_119_1628_0,"North West protestors barricaded the national road between South Africa and Botswana on Saturday , reported SABC news .",0
cnc_train_04_211_2836_0,Dawn-to-dusk hartal total in Varapuzha 29th October 2013 12:37 PM The dawn-to-dusk hartal observed by the National Highway Samara Samithi and associated organisation was total in Varapuzha on Monday .,0
cnc_train_05_51_2086_0,Outside court his supporters were protesting calling for the court to released him together with all charged with him .,1
cnc_train_01_17_2868_0,The attack on Karayogams had sparked sharp reactions from the CPM leaders .,1
cnc_train_06_17_2401_0,"A petition was sent to the Grahamstown area commissioner in June highlighting crime levels in the area , according to the memorandum .",0
cnc_train_02_264_1002_0,"It is neccessary to take up the agitation at a local level and hence , we will hold rally at Hadapsar instead of coming all the way to Shivajinagar , "" he said adding a few groups are outside Collector office supporting Hazare 's stir .",1
cnc_train_03_242_372_0,They waved placards with slogans such as `` Justice must be done '' and `` Stop killing our mothers '' .,0
cnc_train_02_6_1770_0,The V-C said the university has received “ several reports of misbehaviour and group clashes in various halls of residence and outside ” .,0
cnc_train_02_210_3343_0,Police statistics say 16 extremists died in 18 exchanges of fire in just the six weeks from 14 December 2004 .,1
cnc_train_10_286_3011_0,"Speaking at the meeting , ACP ( Daryaganj ) Om Prakash said , "" This is the first such meeting where doctors and your leaders have come together to appeal to you , to help doctors help you .",1
cnc_train_10_292_1461_0,"PRP aspirant goes on fast 27th March 2009 03:44 AM HYDERABAD : In a surprise development , a staunch supporter of the Praja Rajyam Party , Venkat Prasad , launched an indefinite hunger strike in front of the party office here today .",0
cnc_train_01_52_596_0,"Last summer , tens of thousands of people in the northeastern city of Dalian , Liaoning , marched to demand the relocation of a chemical plant .",1
intend_our_data_0_025,The company earlier this year adopted a shareholder-rights plan to ward off unwanted suitors.,3
cnc_train_09_A_14_1866_0,"The video footage of the incident is being scanned and a case will be registered after verifying the allegations , he added .",0
cnc_train_09_A_143_2811_0,"ANA Reporter JOHANNESBURG , 10 April ( ANA ) - Emfuleni Local Municipality in Gauteng has said that it regrets the loss of life following incidents of violence in Rus-ter-vaal earlier on Wednesday morning in which two people died in alleged clashes between security agency the Red Ants and land invaders in the area .",1
cnc_train_09_B_20_3005_0,“ Had the administration wanted it could have averted the incident .,1
cnc_train_07_133_2396_0,"That apparent calm was shattered in late December , when security forces shot four militants who allegedly attempted to blow up a Communist party building in southern Xinjiang .",1
cnc_train_08_89_466_0,The police also issued a statement on Saturday reminding protesters that they were participating in an “ unauthorised assembly ” and could be punished with up to five years in prison .,1
cnc_train_09_A_110_2742_0,"Striking workers will not return to work unless health workers who were fired for taking part in salary protest actions are reinstated , the National Education , Health and Allied Workers Union ( Nehawu ) said in Bloemfontein on Wednesday .",1
cnc_train_10_157_3236_0,North West ANC spokesman Kenny Morolong said members protested on Sunday against the `` recall '' of two mayors who allegedly contravened ANC policies and were involved in acts of corruption .,1
cnc_train_04_9_574_0,"The stone pelting resulted in injuries to about 12 security personnel , he said .",1
cnc_train_01_193_3303_0,At the end of the rally they submitted a memorandum to Revenue Divisional Officer V. Bupathi .,0
cnc_train_06_133_949_0,Mogale said protesters were burning tree trunks and tyres and throwing stones at vehicles .,0
enable_our_data_0_0102,"Applying these lessons will help ensure a more resilient post-pandemic business landscape.""",2
cnc_train_03_252_2091_0,"As for the SP Government ’ s failure to prevent the flare-up , Mulayam conceded that the preventive measures could have defused the situation .",0
cnc_train_07_196_1810_0,"Back then , the demonstrations were largely motivated by concern for the fate of the nation and a desire to see democratic freedoms put in place .",1
cnc_train_10_148_1194_0,They also seized the Sivayan toll plaza on national highway 58 .,0
cnc_train_10_122_81_0,"While Tamil Nadu , Andhra Pradesh , Maharshtra , Haryana and Punjab are actively participating in the strike , Bihar , Northeast states and Kerala have refused to join them as they claim that they are truck owners and not transporters like the AIMTC members .",1
cnc_train_10_96_1344_0,"As pandemonium reigned , a police team escorted Rane to the Principal 's room where the Minister held discussions with the ABVP office-bearers .",1
cnc_train_07_171_1158_0,"Images of Xi holding a yellow umbrella , a symbol of the 2014 pro-democracy protests , would also be removed by police .",0
cnc_train_07_105_2955_0,The incident was condemned by leaders across political parties including by Tamil Nadu Congress Committee president B S Gnanadesikan and PMK leader S Ramadoss .,0
cnc_train_03_108_1816_0,BJP workers broke barriers and damaged the signboard outside the CPM office .,0
cause_our_data_0_0214,"Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh problems growing out of themilitary situation. ",1
cnc_train_03_298_2529_0,"The strike by casual workers at mail processing centres in some parts of Gauteng has ended , the SA Post Office ( SAPO ) said on Friday .",0
cnc_train_07_131_1573_0,The roads were first closed at 4:45am after protesters blockaded them with burning tyres .,1
cnc_train_02_278_952_0,"AISF State general secretary Viswanath , district president Srinivasulu , secretary Chandrasekhar , city secretary Mahendra , organising secretary Ranganna , vice-presidents Bhargav and Venkatesh and a large number of students jostled with the police when they picketed Kurnool Collectorate .",0
0_our_data_0_0102,Anheuser said its new strategy -- started in some markets last month and expected to be applied soon in selected markets nationwide -- will mean lower-than-anticipated earnings for the last half of 1989 and for 1990.,0
cnc_train_10_57_1735_0,"Talking to journalists at the party headquarters here on Thursday , Mr. Singh was critical of the manner in which last year ’ s Muzaffarnagar communal violence were presented by the Opposition parties .",0
cnc_train_09_B_138_938_0,The police had said that it has sufficient circumstantial evidence and phone records to prove that Shahzad was present in the Jamia Nagar flat and was among those who had fired at the police team leading to the death of inspector Sharma .,1
cnc_train_09_B_161_2245_0,"Muttukad Nanappan was stabbed to death on June 6 , 1983 , but this case too did not stand due to lack of witnesses .",1
cnc_train_07_103_3162_0,"Chennai also saw such an incident when Vital , a ward secretary of the party , was found dead in Koyambedu in April 2012 .",0
cnc_train_09_A_88_2484_0,18th December 2013 08:06 AM Members of the Tamil Nadu Association for the Rights of All Types of Differently Abled and Caregivers ( TARATDAC ) staged a protest on Langs Garden Road seeking increased financial assistance and immediate enforcement of the Supreme Court order for three per cent job reservation for the differently abled .,1
cnc_train_04_282_2735_0,"While 10 of them climbed atop the six-storey Vikas Bhawan building , the rest , along with their families , squatted in the middle of the main road passing in front of the building .",0
cnc_train_08_74_61_0,"This led to violent protests across the city the next day , with a group of students even storming into the university campus and demanding the dismissal of the teacher who had set the question paper .",1
cnc_train_10_299_176_0,"“ The strike will continue till our demands are conceded , ” said Mayurbhanj circle president Khageswar Sethy .",0
cnc_train_03_26_172_0,"Firing during Tuesday night and Wednesday morning indicated that the "" terrorists are still present inside "" , Brigadier General Staff ( BGS ) of 16 corps Brig Gurdeep Singh told reporters at a press conference near Pati Tar area where the operation is still on .",0
cnc_train_08_322_3179_0,"The encroachers , who have been on a protest for two years , demand "" cancellation of the elections "" of the President and Prime Minister of India .",1
cause_our_data_0_0249,"It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. ",1
cause_our_data_0_0317,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.,1
cnc_train_04_243_2559_0,About 120 PG students are on strike demanding payment of their stipend arrears .,1
cnc_train_10_145_2319_0,"Rinchem Namgyal , President of TSAM , said , “ This hunger fast is an effort to internationalise the plight of our people who are suffering under the Chinese regime .",1
0_our_data_0_0125,"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",0
cnc_train_09_B_33_2259_0,"Bachchan 's plea to the Jathedar ( head ) of the Akal Takht , the highest temporal seat of Sikh religion , Gurbachan Singh , through a letter dated November 28 , in which he pleaded his innocence in the anti-Sikh riots , is likely to be considered for discussion by the five Sikh high priests at a meeting here on December 22 .",0
cnc_train_05_307_939_0,Orders Nizamabad Staff Reporter adds : Despite prohibitory orders imposed on the movement of Telangana protagonists many of them from the district managed to make it to the twin cities take part in the ‘ Million March ' held on Thursday .,0
cause_our_data_0_0254,The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,1
cnc_train_08_25_216_0,Ehrenreich and the Rail Commuters ' Action Group were outside Parliament 's main entrance on Sunday to protest against Metro Rail 's poor safety record .,1
cnc_train_04_61_1849_0,"Addressing a kisan mahapanchayat here at the end of a five-day long march , that took him through 25 villages to discuss land acquisition issues , Gandhi alleged that the state government was firing bullets at the farmers "" demanding their genuine right of proper compensation in lieu of their land acquired for development "" .",1
cnc_train_05_207_3007_0,"Leaders of BJP , CPI(M) and CPI were participating in ' Sankalp Diwas ' ( Resolution Day ) organised by ' Confederation of All India Traders ' .",0
cnc_train_05_90_668_0,"As many as 38 police personnel , including women police , sustained injuries in the clash .",1
cnc_train_06_89_1383_0,"Addressing an election rally here on Wednesday evening , Ms. Gandhi said the Congress which had never compromised with communal and terrorist forces had no lessons to take from the Left parties or the BJP in tackling terrorism and communalism .",0
cnc_train_08_204_2164_0,Senior police officers went to the spot as there was considerable tension in the area following the murder .,1
cnc_train_04_4_674_0,"“ In fact , a majority of the students were in favour of keeping the agitation and exams on different platforms .",0
cnc_train_09_A_93_649_0,"However , the absence of senior Trinamool Congress leaders during the agitation prompted opposition parties to raise fingers at "" TMC 's internal feud that led to the incident "" .",1
cnc_train_05_255_2140_0,One was held earlier this month .,0
cnc_train_05_125_3250_0,"The strike has hit those in the IT and ITES sectors hard , ” said association president N. K. Sultania .",0
cnc_train_08_312_1088_0,"In a separate incident in the neighbouring area of Awantipore , an Air Force vehicle was damaged and two security force personnel were injured when a landmine exploded .",1
cnc_train_07_69_1850_0,PTI BANGALORE : All courts will be shut on Saturday after Friday 's violence the city 's civil court premises .,1
0_our_data_0_0108,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",0
cnc_train_05_132_2341_0,"When we locked the shop ourselves , Revenue officials rushed to the spot and promised to take action .",1
cnc_train_01_241_137_0,"Several hundred people who have occupied homes at Delft on the Cape Flats are on their way to the Cape High Court in a bid to block their impending eviction , a spokesman said .",1
0_our_data_0_099,"Earlier this month, a group led by three of the company's directors, Burt Sugarman, James M. Trotter III and Willam E. Trotter II, indicated it had a 45.2% stake in the Louisville, Ky., fast-food company and that it planned to seek a majority of seats on Rally's nine-member board.    ",0
cnc_train_08_278_3247_0,"If it does not act , the protests will continue . """,1
cause_our_data_0_0238,"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",1
cnc_train_03_111_2037_0,Our worker Pramod was killed .,0
cnc_train_07_155_15_0,"The coordinated attacks on a Friday , are said to be the most destructive bomb explosions in Indian history .",0
cause_our_data_0_0306,"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.",1
cnc_train_08_215_2240_0,"The Tanzanian woman was reportedly dragged out of the car in which she was seated along with her three friends when she reached the accident spot with the miscreants mistaking them to have caused the fatal accident though a Sudanese was involved in it , police said .",1
cnc_train_04_183_3069_0,The protesters raised slogans against them for visiting the temple town three days after the blasts .,1
cnc_train_06_231_1825_0,The DGP said steps have been taken to prevent the escalation of violence .,1
cnc_train_07_147_154_0,Hundreds of domestic helpers who were resting under the HSBC building cheered loudly as protesters passed through .,0
cnc_train_10_34_123_0,Some protesters attempted to fight back with fire extinguishers .,0
cnc_train_09_A_155_964_0,"He impressed upon the gathering that unlike the Congress and the BJP , BJD will take decision pertaining to the interest of the state in the state itself and not in New Delhi .",0
0_our_data_0_041,Guber/Peters has been locked in litigation with Warner Communications Inc. in an attempt to get out of an exclusive production contract with Warner.,0
cnc_train_09_B_154_1806_0,Some political organisations had reportedly distributed some posters and pamphlets describing Ramaswamy as anti-Hindu which were displayed by him in the open court .,0
cause_our_data_0_0124,"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    ",1
cnc_train_04_209_1609_0,"It took a communal turn that had resulted in stone-pelting , arson and loot .",0
cnc_train_07_77_1189_0,"They also attacked vehicles , including a police van , in front of a police outpost in the court premises .",0
cnc_train_05_194_900_0,"A week after the killing of a Congolese man in the national capital that stirred a diplomatic row and instigated violence against Indians in Congo , four attacks on African nationals by the residents in Chattarpur were reported on Friday .",1
cnc_train_08_60_512_0,KPCC vice-president Ramesh Chennithala presided over the function .,0
0_our_data_0_0103,"Anheuser said it continues to hold to its earlier-announced goal of a 50% U.S. market share by the mid-1990s.    Beneath the tepid news-release jargon lies a powerful threat from the brewing giant, which last year accounted for about 41% of all U.S. beer sales and is expected to see that grow to 42.5% in the current year. ",0
cnc_train_02_127_2567_0,"It was the second demonstration in Kunming about the controversial project this month , after more than 1,000 protesters took part in a rally on May 4 .",0
enable_our_data_0_071,"""I don't know what really happened in front of me, but I came into the corner and saw some guys on the ground and I couldn't pass on the right side because I was next to another guy, so I didn't have any chances to avoid a crash.",2
cnc_train_06_50_982_0,Functioning of the offices was disrupted for some time .,0
cnc_train_02_174_901_0,The legislator and his family members went on an indefinite fast here alleging that the Congress government was trying to implicate him in a false case .,1
cnc_train_10_126_196_0,"Whether he managed to get into Shanghai or not , his confrontation with customs officials and high-profile protest were seen by all .",0
cnc_train_04_290_94_0,"In a memorandum handed over to provincial authorities , the union expressed its unhappiness with a number of issues , among them overtime allowances not being allocated ; the department not paying members contributions to the medical aid scheme ; correctional officers being remunerated as students despite finishing a probation period ; and financial management in the department as a whole .",0
cnc_train_10_83_1688_0,"Virtually kicking off her Assembly election campaign at the rally , she promised to bring about a holistic change in the fields of infrastructure , health , education and employment , if the Trinamool Congress came to power in the State .",1
cnc_train_08_300_2635_0,"﻿NAGAPATTINAM : Farmers allege irregularities February 22 , 2014 00:00 IST Farmers of villages in and around Kondal here in Mayiladuthurai staged a protest demonstration in front of the office of Sub-Registrar-Cooperatives levelling allegations on Friday .",1
cnc_train_06_308_2047_0,"Rebels have also planted landmines on the way to these places so as to target the security forces if they go to remove these effigies , "" police sources said .",1
cnc_train_03_18_1221_0,They gheroed Chief Educational Officer Sethurama Varma .,0
cnc_train_01_150_877_0,Three Arrested in Bimbola Clash 18th June 2014 09:39 AM DHENKANAL : Three persons were arrested on Tuesday for their alleged involvement in killing of a naib sarpanch in a clash between members of two communities at Bimbola village under Dhenkanal Sadar police limits on Monday .,1
cnc_train_01_51_754_0,"' Once the damage is done , it is long-lasting and not remediable . ' The massive three-day protest this week was the latest in a series of grass-roots demonstrations over polluting projects , as mainlanders have gained awareness in recent years of environmental and health concerns associated with pollution .",1
cnc_train_10_73_122_0,"Testifying before the Farlam Commission of Inquiry in Centurion , Xolani Nzuza disputed the evidence of a witness known as Mr X. Mr X had testified that Nzuza was present when two security guards and National Union of Mineworkers shopsteward , Isaiah Twala , were killed during the unrest .",0
cnc_train_04_241_872_0,"Rallies were taken out at Ukkunagaram and Gajuwaka – home for major industries separately by INTUC , CITU , AITUC , YSR Trade Union Congress .",0
cnc_train_09_A_67_1559_0,Some people pelted stones at a few shops in Komaralingam in the morning when the shop owners did not down the shutters as mark of respect to Shankar .,1
cnc_train_01_14_745_0,VS condemns attack on NSS Karayogams 08th May 2011 05:00 AM THIRUVANANTHAPURAM : Chief Minister V S Achuthanandan has condemned the recent attacks on NSS Karayogams .,0
