context,triplets
KSRTC-operated Volvo Buses Keep Off City Roads 20th April 2014 10:15 AM Eighty per cent of KSRTC-operated Volvo buses kept off the roads on Saturday as part of a protest call by the CITU-affiliated Kerala State Road Transport Employees Association ( KSRTEA ) here .,<triplet> as part of a protest call by the CITU-affiliated Kerala State Road Transport Employees Association ( KSRTEA ) here <subj> Eighty per cent of KSRTC-operated Volvo buses kept off the roads on Saturday <obj> cause
"Thackeray , however , said if the exam was not deferred care would be taken to ensure it is not affected by the strike .",<triplet> the exam was not deferred <subj> care would be taken to ensure it is not affected by the strike <obj> cause
"Thackeray , however , said if the exam was not deferred care would be taken to ensure it is not affected by the strike .",<triplet> to ensure it is not affected by the strike <subj> care would be taken <obj> cause
"TAMIL NADU Anti-inflation protest DRAWING ATTENTION : MDMK general secretary Vaiko leading a demonstration against the State and Central Governments , protesting the increase in prices of essential commodities , near the Collectorate in Chennai on Tuesday .",<triplet> protesting the increase in prices of essential commodities <subj> MDMK general secretary Vaiko leading a demonstration against the State and Central Governments <obj> cause
"Accusing the CPM of instigating the violence , she said the deaths were result of clashes between the Congress and the Marxists .",<triplet> Accusing the CPM of instigating the violence <subj> she said the deaths were result of clashes between the Congress and the Marxists <obj> cause
"Accusing the CPM of instigating the violence , she said the deaths were result of clashes between the Congress and the Marxists .",<triplet> were result of clashes between the Congress and the Marxists <subj> the deaths <obj> cause
"Slovenian prosecutor Drago Sketa angrily dismissed such a suggestion, saying it would interfere with the prosecutors' independence.",<triplet> suggestion <subj> independence <obj> prevent
"The protestors removed a portion of the railway track between Diphu and Doldoli stations today , halting train movement , they said .",<triplet> The protestors removed a portion of the railway track between Diphu and Doldoli stations today <subj> halting train movement <obj> cause
"Another 16 members of the Brazilian-led peacekeeping force deployed in Haiti are confirmed dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.",<triplet> deployed <subj> confirmed <obj> cause
"Another AR personnel was killed in Kohima on May 6 by the insurgent outfit , while four personnel of the para-military force were injured in an attack by the group at Kohima in April .",<triplet> the insurgent outfit <subj> Another AR personnel was killed in Kohima on May 6 <obj> cause
"Another AR personnel was killed in Kohima on May 6 by the insurgent outfit , while four personnel of the para-military force were injured in an attack by the group at Kohima in April .",<triplet> an attack by the group at Kohima in April <subj> four personnel of the para-military force were injured <obj> cause
"Another AR personnel was killed in Kohima on May 6 by the insurgent outfit , while four personnel of the para-military force were injured in an attack by the group at Kohima in April .",<triplet> the group <subj> an attack <obj> cause
"When the AIADMK leader arrived at her Poes Garden house , her party workers from the north Chennai unit believed to be supporters of MLA P K Sekar Babu ’ s camp raised slogans seeking to protect the party in north Chennai .",<triplet> protect the party in north Chennai <subj> her party workers from the north Chennai unit believed to be supporters of MLA P K Sekar Babu ’ s camp raised slogans <obj> cause
"`` A number of comrades have been arrested in Pietermaritzburg who are accused of having been involved directly or indirectly in the killing of comrades , including the murder of comrade Musawenkosi Mchunu .","<triplet> accused of having been involved directly or indirectly in the killing of comrades , including the murder of comrade Musawenkosi Mchunu <subj> A number of comrades have been arrested in Pietermaritzburg <obj> cause"
""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit , "" the Dargah 's spiritual head said yesterday .",<triplet> Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier <subj> Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers <obj> cause
""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit , "" the Dargah 's spiritual head said yesterday .",<triplet> protest of our government <subj> Pakistan neither took action against guilty <obj> cause
""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit , "" the Dargah 's spiritual head said yesterday .",<triplet> Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers <subj> so I boycotted his visit <obj> cause
"Maoists blow up panchayat office , godown - Indian Express Agencies , Agencies : Malkangiri ( Orissa ) , Sun May 30 2010 , 13:37 hrs Maoists blew up a panchayat office building and a godown in 's Malkangiri district early on Sunday in an apparent bid to prevent security personnel from camping there .",<triplet> to prevent security personnel from camping there <subj> Maoists blew up a panchayat office building and a godown in 's Malkangiri district early on Sunday <obj> cause
"By unfurling a separate flag , the supporters of a separate Vidarbha have insulted the tricolour and the Constitution , "" it said .",<triplet> unfurling a separate flag <subj> the supporters of a separate Vidarbha have insulted the tricolour and the Constitution <obj> cause
"Meanwhile , Suneelam again claimed that the farmers ' agitation was completely peaceful and had provided no provocation to the police to open fire on them .",<triplet> the farmers ' agitation was completely peaceful <subj> and had provided no provocation to the police to open fire on them <obj> cause
Since last Thursday mass anti-terror parades involving thousands of heavily armed troops have been staged in three of Xinjiang ’ s most important cities following two deadly attacks in which more than a dozen people were slain .,<triplet> two deadly attacks in which more than a dozen people were slain <subj> Since last Thursday mass anti-terror parades involving thousands of heavily armed troops have been staged in three of Xinjiang ’ s most important cities <obj> cause
"On July 28 , an argument between two shopkeepers had led to a communal flare-up .",<triplet> an argument between two shopkeepers <subj> a communal flare-up <obj> cause
Conservationists have welcomed the decision to reject a bid from Tanzania and Zambia to temporarily suspend a worldwide ban on trading in African elephant ivory so they can offload legal stockpiles in a one-off sale.,<triplet> suspend <subj> offload <obj> cause
Five members of the old group entered the church during the Sunday mass yesterday and assaulted Akilan injuring him .,<triplet> assaulted Akilan <subj> injuring him <obj> cause
"Seven BJP workers were injured in a clash with their Congress counterparts at Pigdambar village in Mhow tahsil of poll-bound Madhya Pradesh , police said on Thursday .",<triplet> a clash with their Congress counterparts at Pigdambar village in Mhow tahsil of poll-bound Madhya Pradesh <subj> Seven BJP workers were injured <obj> cause
Israel criticized Turkey Monday for a Turkish television series that it said depicted Israeli intelligence agents as baby-snatchers.,<triplet> depicted <subj> criticized <obj> cause
"Pentagon sources in Washington meanwhile said the Bushadministration plans  to deploy 45,000 Marines to the region to backup the thousands of Army, Navy and Air Force troops already inplace in the gulf and the Saudi desert.   ",<triplet> deploy <subj> back <obj> intend
"The wife of the house owner , Taja , died in the shootout between the militants and the police .","<triplet> in the shootout between the militants and the police <subj> The wife of the house owner , Taja , died <obj> cause"
The protesters planted the saplings in potholes to draw the attention of the officials to the poor condition of the road .,<triplet> to draw the attention of the officials to the poor condition of the road <subj> The protesters planted the saplings in potholes <obj> cause
Cosatu in North West on Wednesday queried Lanxess chrome mine 's move to suspend some workers after a recent strike at the Rustenburg mine .,<triplet> a recent strike at the Rustenburg mine <subj> Cosatu in North West on Wednesday queried Lanxess chrome mine 's move to suspend some workers <obj> cause
Cosatu in North West on Wednesday queried Lanxess chrome mine 's move to suspend some workers after a recent strike at the Rustenburg mine .,<triplet> to suspend some workers <subj> Lanxess chrome mine 's move <obj> cause
"In fact , some inspectors and sub-inspectors allegedly moved in vehicles to ensure that the mobs continued their spree .",<triplet> to ensure that the mobs continued their spree <subj> some inspectors and sub-inspectors allegedly moved in vehicles <obj> cause
"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ",<triplet> meet <subj> qualify <obj> cause
"S. Sreenivas Reddy , convenor , Andhra Pradesh Recognised Private Schools Managements Association , has said that schools would be closed in anticipation of tense situation due to bandh .",<triplet> tense situation <subj> schools would be closed <obj> cause
"S. Sreenivas Reddy , convenor , Andhra Pradesh Recognised Private Schools Managements Association , has said that schools would be closed in anticipation of tense situation due to bandh .",<triplet> bandh <subj> tense situation <obj> cause
They were caned mercilessly and shooed out of the venue when some of them raised slogans against Chief Minister YS Rajasekhara Reddy who inaugurated the two-day job mela organised by the Greater Hyderabad Municipal Corporation ( GHMC ) .,<triplet> some of them raised slogans against Chief Minister YS Rajasekhara Reddy <subj> They were caned mercilessly and shooed out of the venue <obj> cause
Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,<triplet> buy-back <subj> gain <obj> cause
"March 03 , 2013 00:00 IST Holds demonstration in front of SE office in Nizamabad The TDP Legislators on Saturday , seriously warned the electricity authorities against the frequent cuts in power supply to the farm sector resulting in damage to the crop which is in its last stage for harvest .",<triplet> the frequent cuts in power supply to the farm sector <subj> damage to the crop which is in its last stage for harvest <obj> cause
Lau cited students storming a meeting room back in 2015 to protest against Chin ’ s appointment following a short consultation held during the exam period .,<triplet> to protest against Chin ’ s appointment <subj> students storming a meeting room back in 2015 <obj> cause
"After putting her bassoon to one side for a while, she eventually managed to find some alternative projects -- particularly making records -- to keep her spirits up and stop herself from getting rusty.",<triplet> projects <subj> rusty <obj> prevent
"After meeting with Prime Minister Benjamin Netanyahu, Blinken reiterated support for Israel's right to defend itself against rocket attacks by Gaza's Hamas rulers, adding that they must benefit from reconstruction aid.",<triplet> support <subj> aid <obj> enable
They withdrew the protest after the revenue and police officials assured them that they would release the persons not involved in the clash .,<triplet> the revenue and police officials assured them that they would release the persons not involved in the clash <subj> They withdrew the protest <obj> cause
"Yes , the autorickshaws had gone off the City roads for a day long strike and for daily commuters , it was a hard day but for many others , it was a day free of pollution and road hazards .","<triplet> the autorickshaws had gone off the City roads for a day long strike <subj> for daily commuters , it was a hard day but for many others , it was a day free of pollution and road hazards <obj> cause"
"Eyewitness said three rebels armed with sophisticated weapons arrived near the Shiva temple in a motorcycle and fired point blank at 38 - year-old contractor Budra Dhangda Majhi , killing him on the spot .",<triplet> three rebels armed with sophisticated weapons arrived near the Shiva temple in a motorcycle and fired point blank at 38 - year-old contractor Budra Dhangda Majhi <subj> killing him on the spot <obj> cause
"According to the police , the incident occurred when a man , belonging to the Dalit community , was allegedly asked to pay extra money for eggs at a roadside stall by its owner , a Muslim .","<triplet> a man , belonging to the Dalit community , was allegedly asked to pay extra money for eggs at a roadside stall by its owner , a Muslim <subj> the incident occurred <obj> cause"
"New Delhi : OROP-PROTEST January 18 , 2016 00:00 IST Ex - servicemen stage protest outside Jaitley residence Ex - servicemen seeking changes in the government ’ s One Rank One Pension ( OROP ) scheme on Sunday staged a protest outside the official residence of Finance Minister Arun Jaitley here , alleging that he failed to respond to concerns raised by them during an earlier meeting .",<triplet> alleging that he failed to respond to concerns raised by them during an earlier meeting <subj> Ex - servicemen seeking changes in the government ’ s One Rank One Pension ( OROP ) scheme on Sunday staged a protest outside the official residence of Finance Minister Arun Jaitley here <obj> cause
"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ",<triplet> helped <subj> climbed <obj> cause
The police have denied allegations that they were targeting leaders of the student protests in order to thwart the ' # FeesMustFall ' campaign after the arrest of former Witwatersrand University Student Representative Council president Mcebo Dlamini .,<triplet> to thwart the ' # FeesMustFall ' campaign <subj> they were targeting leaders of the student protests <obj> cause
"Chief Minister Nitish Kumar , on the other hand , said Thursday 's shutdown was opposed to development .",<triplet> opposed to development <subj> Thursday 's shutdown <obj> cause
Students Lay Siege to CHSE Office over + 2 Results,<triplet> + 2 Results <subj> Students Lay Siege to CHSE Office <obj> cause
"Mamata shows off strength , takes out padayatra 01st April 2011 02:48 AM KOLKATA : Trinamool Congress supremo Mamata Banerjee organised a huge padayatra as part of her election campaign in the city on Thursday , sending a message to the CPM leadership about the possible change in the state administration .",<triplet> her election campaign in the city on Thursday <subj> Trinamool Congress supremo Mamata Banerjee organised a huge padayatra <obj> cause
"Mamata shows off strength , takes out padayatra 01st April 2011 02:48 AM KOLKATA : Trinamool Congress supremo Mamata Banerjee organised a huge padayatra as part of her election campaign in the city on Thursday , sending a message to the CPM leadership about the possible change in the state administration .",<triplet> sending a message to the CPM leadership about the possible change in the state administration <subj> her election campaign in the city on Thursday <obj> cause
"The violence that followed in Nandigram was due to them for which the BJP was criticising the CPI(M) , he added .",<triplet> them for which the BJP was criticising the CPI(M) <subj> The violence that followed in Nandigram <obj> cause
"Led by former Minister Mandava Venkateswar Rao , MLA ( Nizamabad Urban ) MLAs Annapoornamma and Hanmanth Shinde and MLCs V.G. Goud and A. Narsa Reddy held protest demonstration in front of the office of Superintending Engineer demanding rectification of the situation within two days .",<triplet> demanding rectification of the situation within two days <subj> MLA ( Nizamabad Urban ) MLAs Annapoornamma and Hanmanth Shinde and MLCs V.G. Goud and A. Narsa Reddy held protest demonstration in front of the office of Superintending Engineer <obj> cause
"ANDHRA PRADESH Strike near total in Khammam December 15 , 2006 00:00 IST Staff Reporter Dharnas , demonstrations mark the protest against government policies KHAMMAM : The general strike called by the left trade unions against the Centre 's economic policies was near total in Khammam district on Thursday .",<triplet> against government policies <subj> the protest <obj> cause
"ANDHRA PRADESH Strike near total in Khammam December 15 , 2006 00:00 IST Staff Reporter Dharnas , demonstrations mark the protest against government policies KHAMMAM : The general strike called by the left trade unions against the Centre 's economic policies was near total in Khammam district on Thursday .",<triplet> against the Centre 's economic policies <subj> The general strike called by the left trade unions <obj> cause
Hundreds of members of the Police and Prisons Civil Rights Union gathered at the King Dinuzulu Gardens in Durban on Wednesday ahead of a march over salary grades on Wednesday .,<triplet> a march over salary grades on Wednesday <subj> Hundreds of members of the Police and Prisons Civil Rights Union gathered at the King Dinuzulu Gardens in Durban on Wednesday <obj> cause
Hundreds of members of the Police and Prisons Civil Rights Union gathered at the King Dinuzulu Gardens in Durban on Wednesday ahead of a march over salary grades on Wednesday .,<triplet> salary grades <subj> a march <obj> cause
"If the strike prolongs , nearly 50 buses need to be brought in from main depots like Thiruvananthapuram to operate buses to different parts of the district , Mr. Stanley said .",<triplet> the strike prolongs <subj> nearly 50 buses need to be brought in from main depots like Thiruvananthapuram to operate buses to different parts of the district <obj> cause
"If the strike prolongs , nearly 50 buses need to be brought in from main depots like Thiruvananthapuram to operate buses to different parts of the district , Mr. Stanley said .",<triplet> to operate buses to different parts of the district <subj> nearly 50 buses need to be brought in from main depots like Thiruvananthapuram <obj> cause
"Dethrone Naveen government : Congress 07th September 2012 12:07 PM Buoyed by the massive turnout at the ‘ Parivartan ’ rally , Congress leaders on Thursday gave a clarion call to party workers and supporters to dethrone Naveen Patnaik Government in the 2014 general elections .",<triplet> the massive turnout at the ‘ Parivartan ’ rally <subj> Buoyed <obj> cause
"Dethrone Naveen government : Congress 07th September 2012 12:07 PM Buoyed by the massive turnout at the ‘ Parivartan ’ rally , Congress leaders on Thursday gave a clarion call to party workers and supporters to dethrone Naveen Patnaik Government in the 2014 general elections .",<triplet> Buoyed by the massive turnout at the ‘ Parivartan ’ rally <subj> Congress leaders on Thursday gave a clarion call to party workers and supporters to dethrone Naveen Patnaik Government in the 2014 general elections <obj> cause
"Dethrone Naveen government : Congress 07th September 2012 12:07 PM Buoyed by the massive turnout at the ‘ Parivartan ’ rally , Congress leaders on Thursday gave a clarion call to party workers and supporters to dethrone Naveen Patnaik Government in the 2014 general elections .",<triplet> to dethrone Naveen Patnaik Government in the 2014 general elections <subj> Congress leaders on Thursday gave a clarion call to party workers and supporters <obj> cause
Ganti Prasadam was killed by unidentified miscreants in Nellore a few months ago and it was alleged that the government was behind the killing .,<triplet> <SIG1>it was alleged that</SIG1> the government was behind the killing <subj> Ganti Prasadam was killed by unidentified miscreants in Nellore a few months ago <obj> cause
"ALIGARH : AMU shut down following violence May 01 , 2011 00:00 IST Aligarh Muslim University has been closed indefinitely in the wake of violence among students late on Friday evening .",<triplet> violence among students late on Friday evening <subj> Aligarh Muslim University has been closed indefinitely <obj> cause
This was to thwart economic well-being of the population .,<triplet> to thwart economic well-being of the population <subj> This <obj> cause
"""If I  were choosing the people of tomorrow, I would  have chosen the people who are now on the board,"" he said.    ",<triplet> on <subj> chosen <obj> cause
Contentious issue The Greater Hyderabad Cab and Bus Operators Association went on strike demanding exemption from payment of Value Added Tax ( VAT ) with retrospective effect from 2003 .,<triplet> demanding exemption from payment of Value Added Tax ( VAT ) with retrospective effect from 2003 <subj> The Greater Hyderabad Cab and Bus Operators Association went on strike <obj> cause
Taxi operators marching in protest against the government 's taxi recapitalisation scheme reached the Union Buildings in Pretoria on Friday .,<triplet> against the government 's taxi recapitalisation scheme <subj> Taxi operators marching in protest <obj> cause
"Among individual companies, Amazon edged up 0.1 percent after announcing it would acquire the storied MGM studios for $8.45 billion, giving the US tech giant a vast library to further its ambitions in streaming.",<triplet> acquire <subj> ambitions <obj> enable
Recent years have seen radicals with links to Xinjiang use vehicles to carry out a series of terror attacks in China including a May 2014 market bombing in the capital Urumqi and an attack in Beijing ’ s Tiananmen Square in October 2013 .,<triplet> to carry out a series of terror attacks in China including a May 2014 market bombing in the capital Urumqi and an attack in Beijing ’ s Tiananmen Square in October 2013 <subj> radicals with links to Xinjiang use vehicles <obj> cause
This provides the perfect conditions for the bacteria to thrive and cause inflammation-causing toxins that are known to spread throughout the rest of the body.,<triplet> This <subj> toxins <obj> enable
"Amid high drama , the police whisked away the legislator on the night of June 18 when he had climbed on the water tank atop the college building after parents of the students and local people had gathered in front of the college building and pelted stones .",<triplet> he had climbed on the water tank atop the college building <subj> the police whisked away the legislator on the night of June 18 <obj> cause
"Amid high drama , the police whisked away the legislator on the night of June 18 when he had climbed on the water tank atop the college building after parents of the students and local people had gathered in front of the college building and pelted stones .",<triplet> parents of the students and local people had gathered in front of the college building and pelted stones <subj> he had climbed on the water tank atop the college building <obj> cause
"After the jawans left , the Kaliachak police station was attacked , ” said a resident .",<triplet> the jawans left <subj> the Kaliachak police station was attacked <obj> cause
Three more alleged terrorists were shot last month after reportedly setting upon civilians with machetes .,<triplet> reportedly setting upon civilians with machetes <subj> Three more alleged terrorists were shot last month <obj> cause
"He argued setting an explicit deadline forSaddam Hussein to break would, when it was broken, give theU.S. military a clear green light to proceed.   ",<triplet> break <subj> proceed <obj> cause
"The march descended into chaos , with police firing teargas and masked men attacking protesters at a train station after the march .",<triplet> police firing teargas and masked men attacking protesters at a train station after the march <subj> The march descended into chaos <obj> cause
"Guo , who has Australian citizenship , was taken away by police in Beijing shortly after the publication of an interview in which he described participating in 1989 's pro-democracy protests in Tiananmen Square and discussed a work he had created commemorating the bloody crackdown .","<triplet> the publication of an interview in which he described participating in 1989 's pro-democracy protests in Tiananmen Square and discussed a work he had created commemorating the bloody crackdown <subj> Guo , who has Australian citizenship , was taken away by police in Beijing <obj> cause"
"Guo , who has Australian citizenship , was taken away by police in Beijing shortly after the publication of an interview in which he described participating in 1989 's pro-democracy protests in Tiananmen Square and discussed a work he had created commemorating the bloody crackdown .",<triplet> commemorating the bloody crackdown <subj> a work he had created <obj> cause
"In the early hours of 6 May , Beijing police detained Pu Zhiqiang , a prominent human rights lawyer who helped organise the 1989 demonstration ; three days prior , he had participated in a private panel discussion commemorating the massacre .","<triplet> a prominent human rights lawyer who helped organise the 1989 demonstration ; three days prior , he had participated in a private panel discussion commemorating the massacre <subj> In the early hours of 6 May , Beijing police detained Pu Zhiqiang <obj> cause"
"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International.""",<triplet> revisited <subj> paying <obj> cause
"KARIMNAGAR : TDP rasta roko against fuel price hike June 28 , 2010 00:00 IST The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday in protest against the fuel price hike .",<triplet> against the fuel price hike <subj> The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday in protest <obj> cause
"KARIMNAGAR : TDP rasta roko against fuel price hike June 28 , 2010 00:00 IST The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday in protest against the fuel price hike .",<triplet> in protest against the fuel price hike <subj> The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday <obj> cause
"Hong Kong ’ s hospital authority said 17 people had been hospitalised following the clashes , including two who were in serious condition .",<triplet> the clashes <subj> 17 people had been hospitalised <obj> cause
"Hong Kong ’ s hospital authority said 17 people had been hospitalised following the clashes , including two who were in serious condition .",<triplet> the clashes <subj> including two who were in serious condition <obj> cause
"Peter DaPuzzo, head of retail equity trading at Shearson Lehman Hutton, acknowledges that he wasn't troubled by program trading when it began in the pre-crash bull market because it added liquidity and people were pleased to see stock prices rising.    ",<triplet> added <subj> troubled <obj> cause
"OU counselling Osmania University has rescheduled the counselling for the postgraduate courses , which was to start on Monday , due to the TDP bandh .","<triplet> the TDP bandh <subj> Osmania University has rescheduled the counselling for the postgraduate courses , which was to start on Monday <obj> cause"
"The court found Shahzad guilty of murder , attempt to murder , obstructing and assaulting public servants and grievously injuring the police officers to deter them from performing their duty .","<triplet> to deter them from performing their duty <subj> The court found Shahzad guilty of murder , attempt to murder , obstructing and assaulting public servants and grievously injuring the police officers <obj> cause"
"The court found Shahzad guilty of murder , attempt to murder , obstructing and assaulting public servants and grievously injuring the police officers to deter them from performing their duty .","<triplet> murder , attempt to murder , obstructing and assaulting public servants and grievously injuring the police officers to deter them from performing their duty <subj> The court found Shahzad guilty <obj> cause"
