context,triplets
This year ’ s rally comes against the backdrop of unprecedented anti-government protests over the past three weeks that have drawn millions and anger over police using tear gas and rubber bullets to clear crowds .,<triplet> unprecedented anti-government protests over the past three weeks that have drawn millions and anger over police using tear gas and rubber bullets to clear crowds <subj> This year ’ s rally comes <obj> cause
This year ’ s rally comes against the backdrop of unprecedented anti-government protests over the past three weeks that have drawn millions and anger over police using tear gas and rubber bullets to clear crowds .,<triplet> police using tear gas and rubber bullets to clear crowds <subj> anger <obj> cause
This year ’ s rally comes against the backdrop of unprecedented anti-government protests over the past three weeks that have drawn millions and anger over police using tear gas and rubber bullets to clear crowds .,<triplet> to clear crowds <subj> police using tear gas and rubber bullets <obj> cause
The police claimed they were killed while trying to blow up the local bus station .,<triplet> trying to blow up the local bus station <subj> The police claimed they were killed <obj> cause
"Then , Roja , along with other YSRC leaders and activists , immediately staged a dharna at the temple itself until the early hours of Saturday seeking action against those involved in the incident .","<triplet> seeking action against those involved in the incident <subj> Roja , along with other YSRC leaders and activists , immediately staged a dharna at the temple itself until the early hours of Saturday <obj> cause"
"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",<triplet> filed <subj> block <obj> cause
"KERALA Demanding quota Show of strength : A protest rally by the Vaikunta Swamy Dharma Pracharana Sabha ( VSDP ) in front of the Secretariat on Wednesday raising various demands , including 10 per cent reservation .","<triplet> raising various demands , including 10 per cent reservation <subj> A protest rally by the Vaikunta Swamy Dharma Pracharana Sabha ( VSDP ) in front of the Secretariat on Wednesday <obj> cause"
"NGO volunteers and prostitutes , holding red umbrellas symbolising protection , shouted : ' Legalisation of sex workers , innocence of sex workers ! ' The authorities quickly stepped in and banned the petition .","<triplet> NGO volunteers and prostitutes , holding red umbrellas symbolising protection , shouted : ' Legalisation of sex workers , innocence of sex workers ! <subj> The authorities quickly stepped in and banned the petition <obj> cause"
TDP members were probing irregularities in wage payment under NRLEGP when they were mobbed,<triplet> TDP members were probing irregularities in wage payment under NRLEGP <subj> they were mobbed <obj> cause
The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,<triplet> operations <subj> retreats <obj> intend
"Another Congress worker , Repon Sheikh , was killed at Bharatpur in the same district during a clash between rival party supporters , the police said .","<triplet> a clash between rival party supporters <subj> Another Congress worker , Repon Sheikh , was killed at Bharatpur in the same district <obj> cause"
"Aligarh Muslim University reopens 13th May 2011 03:44 PM ALIGARH : Aligarh Muslim University ( AMU ) , which was closed following clashes between two rival groups of students on April 30 , today reopened .","<triplet> clashes between two rival groups of students on April 30 <subj> Aligarh Muslim University ( AMU ) , which was closed <obj> cause"
"According to Singh , his suspension and the hunger strike were the result of an argument between Prasad and S.C. Tyagi , a deputy director at the Department of Social Welfare .","<triplet> an argument between Prasad and S.C. Tyagi , a deputy director at the Department of Social Welfare <subj> his suspension and the hunger strike <obj> cause"
"""Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg's corn-based lines simply because they are made of oats,"" says Merrill Lynch food analyst William Maguire. ",<triplet> made <subj> eaten <obj> cause
SANGAREDDY : Shortage of urea : farmers protest in Sangareddy,<triplet> Shortage of urea <subj> farmers protest in Sangareddy <obj> cause
Sectarian clashes broke out in Inderkoot village in Sumbal town on December 19 in which one person was injured and a house was partially damaged in arson .,<triplet> Sectarian clashes broke out in Inderkoot village in Sumbal town on December 19 <subj> one person was injured and a house was partially damaged in arson <obj> cause
Mr. Patil and others insisted that Deputy Commissioner Pankaj Kumar Pandey arrive at the scene of protest to receive the memorandum from them .,<triplet> to receive the memorandum from them <subj> Deputy Commissioner Pankaj Kumar Pandey arrive at the scene of protest <obj> cause
"The Dearborn, Mich., energy company stopped paying a dividend in the third quarter of 1984 because of troubles at its Midland nuclear plant. ",<triplet> troubles <subj> stopped <obj> cause
"Only a few days before he died , Qian received anonymous death threats for organising groups to block trucks going to the Lingang Industrial Area since December 17 , according to a villager too frightened to be named .",<triplet> organising groups to block trucks going to the Lingang Industrial Area since December 17 <subj> Qian received anonymous death threats <obj> cause
"Congress Workers Stage ' Rail Roko ' in Maharashtra Against Train Fare Hike 25th June 2014 12:36 PM MUMBAI : Congress workers today staged a ' rail roko ' in various parts of Maharashtra , excluding Mumbai , to protest the train fare hike .","<triplet> to protest the train fare hike <subj> Congress workers today staged a ' rail roko ' in various parts of Maharashtra , excluding Mumbai <obj> cause"
"The EU banned Belarusian planes from the bloc's airspace to avoid flying over the ex-Soviet country ruled by Alexander Lukashenko, often dubbed ""Europe's last dictator"".",<triplet> banned <subj> flying <obj> prevent
Outside court his supporters were protesting calling for the court to released him together with all charged with him .,<triplet> calling for the court to released him together with all charged with him <subj> Outside court his supporters were protesting <obj> cause
The attack on Karayogams had sparked sharp reactions from the CPM leaders .,<triplet> The attack on Karayogams <subj> sharp reactions from the CPM leaders <obj> cause
"It is neccessary to take up the agitation at a local level and hence , we will hold rally at Hadapsar instead of coming all the way to Shivajinagar , "" he said adding a few groups are outside Collector office supporting Hazare 's stir .",<triplet> It is neccessary to take up the agitation at a local level <subj> we will hold rally at Hadapsar instead of coming all the way to Shivajinagar <obj> cause
"It is neccessary to take up the agitation at a local level and hence , we will hold rally at Hadapsar instead of coming all the way to Shivajinagar , "" he said adding a few groups are outside Collector office supporting Hazare 's stir .",<triplet> supporting Hazare 's stir <subj> a few groups are outside Collector office <obj> cause
Police statistics say 16 extremists died in 18 exchanges of fire in just the six weeks from 14 December 2004 .,<triplet> 18 exchanges of fire in just the six weeks from 14 December 2004 <subj> 16 extremists died <obj> cause
"Speaking at the meeting , ACP ( Daryaganj ) Om Prakash said , "" This is the first such meeting where doctors and your leaders have come together to appeal to you , to help doctors help you .","<triplet> to appeal to you , <SIG1>to</SIG1> help doctors help you <subj> doctors and your leaders have come together <obj> cause"
"Last summer , tens of thousands of people in the northeastern city of Dalian , Liaoning , marched to demand the relocation of a chemical plant .","<triplet> to demand the relocation of a chemical plant <subj> Last summer , tens of thousands of people in the northeastern city of Dalian , Liaoning , marched <obj> cause"
The company earlier this year adopted a shareholder-rights plan to ward off unwanted suitors.,<triplet> adopted <subj> ward <obj> intend
"ANA Reporter JOHANNESBURG , 10 April ( ANA ) - Emfuleni Local Municipality in Gauteng has said that it regrets the loss of life following incidents of violence in Rus-ter-vaal earlier on Wednesday morning in which two people died in alleged clashes between security agency the Red Ants and land invaders in the area .",<triplet> incidents of violence in Rus-ter-vaal earlier on Wednesday morning <subj> the loss of life <obj> cause
"ANA Reporter JOHANNESBURG , 10 April ( ANA ) - Emfuleni Local Municipality in Gauteng has said that it regrets the loss of life following incidents of violence in Rus-ter-vaal earlier on Wednesday morning in which two people died in alleged clashes between security agency the Red Ants and land invaders in the area .",<triplet> alleged clashes between security agency the Red Ants and land invaders in the area <subj> two people died <obj> cause
“ Had the administration wanted it could have averted the incident .,<triplet> the administration wanted <subj> it could have averted the incident <obj> cause
"That apparent calm was shattered in late December , when security forces shot four militants who allegedly attempted to blow up a Communist party building in southern Xinjiang .",<triplet> security forces shot four militants who allegedly attempted to blow up a Communist party building in southern Xinjiang <subj> That apparent calm was shattered in late December <obj> cause
The police also issued a statement on Saturday reminding protesters that they were participating in an “ unauthorised assembly ” and could be punished with up to five years in prison .,<triplet> reminding protesters that they were participating in an “ unauthorised assembly ” and could be punished with up to five years in prison <subj> The police also issued a statement on Saturday <obj> cause
"Striking workers will not return to work unless health workers who were fired for taking part in salary protest actions are reinstated , the National Education , Health and Allied Workers Union ( Nehawu ) said in Bloemfontein on Wednesday .",<triplet> health workers who were fired for taking part in salary protest actions are reinstated <subj> Striking workers will not return to work <obj> cause
North West ANC spokesman Kenny Morolong said members protested on Sunday against the `` recall '' of two mayors who allegedly contravened ANC policies and were involved in acts of corruption .,<triplet> against the `` recall '' of two mayors <subj> members protested on Sunday <obj> cause
North West ANC spokesman Kenny Morolong said members protested on Sunday against the `` recall '' of two mayors who allegedly contravened ANC policies and were involved in acts of corruption .,<triplet> who allegedly contravened ANC policies and were involved in acts of corruption <subj> the `` recall '' of two mayors <obj> cause
"The stone pelting resulted in injuries to about 12 security personnel , he said .",<triplet> The stone pelting <subj> injuries to about 12 security personnel <obj> cause
"Applying these lessons will help ensure a more resilient post-pandemic business landscape.""",<triplet> lessons <subj> resilient <obj> enable
"Back then , the demonstrations were largely motivated by concern for the fate of the nation and a desire to see democratic freedoms put in place .",<triplet> were largely motivated by concern for the fate of the nation and <SIG1>a desire to</SIG1> see democratic freedoms put in place <subj> the demonstrations <obj> cause
"While Tamil Nadu , Andhra Pradesh , Maharshtra , Haryana and Punjab are actively participating in the strike , Bihar , Northeast states and Kerala have refused to join them as they claim that they are truck owners and not transporters like the AIMTC members .","<triplet> they claim that they are truck owners and not transporters like the AIMTC members <subj> Bihar , Northeast states and Kerala have refused to join them <obj> cause"
"As pandemonium reigned , a police team escorted Rane to the Principal 's room where the Minister held discussions with the ABVP office-bearers .",<triplet> pandemonium reigned <subj> a police team escorted Rane to the Principal 's room where the Minister held discussions with the ABVP office-bearers <obj> cause
"Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh problems growing out of themilitary situation. ",<triplet> situation <subj> problems <obj> cause
The roads were first closed at 4:45am after protesters blockaded them with burning tyres .,<triplet> protesters blockaded them with burning tyres <subj> The roads were first closed at 4:45am <obj> cause
The police had said that it has sufficient circumstantial evidence and phone records to prove that Shahzad was present in the Jamia Nagar flat and was among those who had fired at the police team leading to the death of inspector Sharma .,<triplet> was among those who had fired at the police team <subj> the death of inspector Sharma <obj> cause
"Muttukad Nanappan was stabbed to death on June 6 , 1983 , but this case too did not stand due to lack of witnesses .",<triplet> lack of witnesses <subj> this case too did not stand <obj> cause
18th December 2013 08:06 AM Members of the Tamil Nadu Association for the Rights of All Types of Differently Abled and Caregivers ( TARATDAC ) staged a protest on Langs Garden Road seeking increased financial assistance and immediate enforcement of the Supreme Court order for three per cent job reservation for the differently abled .,<triplet> seeking increased financial assistance and immediate enforcement of the Supreme Court order for three per cent job reservation for the differently abled <subj> Members of the Tamil Nadu Association for the Rights of All Types of Differently Abled and Caregivers ( TARATDAC ) staged a protest on Langs Garden Road <obj> cause
"This led to violent protests across the city the next day , with a group of students even storming into the university campus and demanding the dismissal of the teacher who had set the question paper .",<triplet> demanding the dismissal of the teacher who had set the question paper <subj> a group of students even storming into the university campus <obj> cause
"The encroachers , who have been on a protest for two years , demand "" cancellation of the elections "" of the President and Prime Minister of India .","<triplet> demand "" cancellation of the elections "" of the President and Prime Minister of India <subj> The encroachers , who have been on a protest for two years <obj> cause"
"It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. ",<triplet> won <subj> stay <obj> cause
Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.,<triplet> carving <subj> give <obj> cause
About 120 PG students are on strike demanding payment of their stipend arrears .,<triplet> demanding payment of their stipend arrears <subj> About 120 PG students are on strike <obj> cause
"Rinchem Namgyal , President of TSAM , said , “ This hunger fast is an effort to internationalise the plight of our people who are suffering under the Chinese regime .",<triplet> to internationalise the plight of our people who are suffering under the Chinese regime <subj> This hunger fast <obj> cause
The slowdown raises questions about the economy's strength because spending fueled much of the third-quarter GNP growth.,<triplet> fueled <subj> raises <obj> cause
Ehrenreich and the Rail Commuters ' Action Group were outside Parliament 's main entrance on Sunday to protest against Metro Rail 's poor safety record .,<triplet> to protest against Metro Rail 's poor safety record <subj> Ehrenreich and the Rail Commuters ' Action Group were outside Parliament 's main entrance on Sunday <obj> cause
"Addressing a kisan mahapanchayat here at the end of a five-day long march , that took him through 25 villages to discuss land acquisition issues , Gandhi alleged that the state government was firing bullets at the farmers "" demanding their genuine right of proper compensation in lieu of their land acquired for development "" .","<triplet> to discuss land acquisition issues <subj> a five-day long march , that took him through 25 villages <obj> cause"
"Addressing a kisan mahapanchayat here at the end of a five-day long march , that took him through 25 villages to discuss land acquisition issues , Gandhi alleged that the state government was firing bullets at the farmers "" demanding their genuine right of proper compensation in lieu of their land acquired for development "" .",<triplet> demanding their genuine right of proper compensation in lieu of their land acquired for development <subj> the state government was firing bullets at the farmers <obj> cause
"As many as 38 police personnel , including women police , sustained injuries in the clash .","<triplet> the clash <subj> As many as 38 police personnel , including women police , sustained injuries <obj> cause"
Senior police officers went to the spot as there was considerable tension in the area following the murder .,<triplet> there was considerable tension in the area <subj> Senior police officers went to the spot <obj> cause
Senior police officers went to the spot as there was considerable tension in the area following the murder .,<triplet> the murder . <subj> there was considerable tension in the area <obj> cause
"However , the absence of senior Trinamool Congress leaders during the agitation prompted opposition parties to raise fingers at "" TMC 's internal feud that led to the incident "" .","<triplet> the absence of senior Trinamool Congress leaders during the agitation <subj> opposition parties to raise fingers at "" TMC 's internal feud that led to the incident "" <obj> cause"
"However , the absence of senior Trinamool Congress leaders during the agitation prompted opposition parties to raise fingers at "" TMC 's internal feud that led to the incident "" .",<triplet> TMC 's internal feud <subj> the incident <obj> cause
"In a separate incident in the neighbouring area of Awantipore , an Air Force vehicle was damaged and two security force personnel were injured when a landmine exploded .",<triplet> a landmine exploded <subj> an Air Force vehicle was damaged and two security force personnel were injured <obj> cause
PTI BANGALORE : All courts will be shut on Saturday after Friday 's violence the city 's civil court premises .,<triplet> Friday 's violence the city 's civil court premises <subj> All courts will be shut on Saturday <obj> cause
"When we locked the shop ourselves , Revenue officials rushed to the spot and promised to take action .",<triplet> we locked the shop ourselves <subj> Revenue officials rushed to the spot and promised to take action <obj> cause
"Several hundred people who have occupied homes at Delft on the Cape Flats are on their way to the Cape High Court in a bid to block their impending eviction , a spokesman said .",<triplet> in a bid to block their impending eviction <subj> Several hundred people who have occupied homes at Delft on the Cape Flats are on their way to the Cape High Court <obj> cause
"If it does not act , the protests will continue . """,<triplet> it does not act <subj> the protests will continue <obj> cause
"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",<triplet> isolation <subj> clicked <obj> cause
"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.",<triplet> made <subj> asked <obj> cause
"The Tanzanian woman was reportedly dragged out of the car in which she was seated along with her three friends when she reached the accident spot with the miscreants mistaking them to have caused the fatal accident though a Sudanese was involved in it , police said .",<triplet> she reached the accident spot with the miscreants mistaking them to have caused the fatal accident <subj> The Tanzanian woman was reportedly dragged out of the car in which she was seated along with her three friends <obj> cause
"The Tanzanian woman was reportedly dragged out of the car in which she was seated along with her three friends when she reached the accident spot with the miscreants mistaking them to have caused the fatal accident though a Sudanese was involved in it , police said .",<triplet> a Sudanese was involved in it <subj> the miscreants mistaking them to have caused the fatal accident <obj> cause
The protesters raised slogans against them for visiting the temple town three days after the blasts .,<triplet> visiting the temple town three days after the blasts <subj> The protesters raised slogans against them <obj> cause
The DGP said steps have been taken to prevent the escalation of violence .,<triplet> to prevent the escalation of violence <subj> steps have been taken <obj> cause
"The offer was automatically triggered by the recent sale of Control Data's Imprimis disk-drive business to Seagate Technology Inc.    Mr. Perlman, who is also acting chief financial officer and the odds-on favorite to become the next chief executive, said the company is achieving ""modest positive cash flow from operations, and we expect that to continue into 1990.""    ",<triplet> sale <subj> triggered <obj> cause
"A week after the killing of a Congolese man in the national capital that stirred a diplomatic row and instigated violence against Indians in Congo , four attacks on African nationals by the residents in Chattarpur were reported on Friday .",<triplet> the killing of a Congolese man in the national capital <subj> a diplomatic row and instigated violence against Indians in Congo <obj> cause
"A week after the killing of a Congolese man in the national capital that stirred a diplomatic row and instigated violence against Indians in Congo , four attacks on African nationals by the residents in Chattarpur were reported on Friday .",<triplet> the killing of a Congolese man in the national capital <subj> four attacks on African nationals by the residents in Chattarpur <obj> cause
"""I don't know what really happened in front of me, but I came into the corner and saw some guys on the ground and I couldn't pass on the right side because I was next to another guy, so I didn't have any chances to avoid a crash.",<triplet> ground <subj> crash <obj> enable
The legislator and his family members went on an indefinite fast here alleging that the Congress government was trying to implicate him in a false case .,<triplet> alleging that the Congress government was trying to implicate him in a false case <subj> The legislator and his family members went on an indefinite fast here <obj> cause
"Virtually kicking off her Assembly election campaign at the rally , she promised to bring about a holistic change in the fields of infrastructure , health , education and employment , if the Trinamool Congress came to power in the State .","<triplet> the Trinamool Congress came to power in the State <subj> she promised to bring about a holistic change in the fields of infrastructure , health , education and employment <obj> cause"
"﻿NAGAPATTINAM : Farmers allege irregularities February 22 , 2014 00:00 IST Farmers of villages in and around Kondal here in Mayiladuthurai staged a protest demonstration in front of the office of Sub-Registrar-Cooperatives levelling allegations on Friday .",<triplet> levelling allegations on Friday <subj> Farmers of villages in and around Kondal here in Mayiladuthurai staged a protest demonstration in front of the office of Sub-Registrar-Cooperatives <obj> cause
"Rebels have also planted landmines on the way to these places so as to target the security forces if they go to remove these effigies , "" police sources said .",<triplet> to target the security forces if they go to remove these effigies <subj> Rebels have also planted landmines on the way to these places <obj> cause
Three Arrested in Bimbola Clash 18th June 2014 09:39 AM DHENKANAL : Three persons were arrested on Tuesday for their alleged involvement in killing of a naib sarpanch in a clash between members of two communities at Bimbola village under Dhenkanal Sadar police limits on Monday .,<triplet> their alleged involvement in killing of a naib sarpanch in a clash between members of two communities at Bimbola village under Dhenkanal Sadar police limits on Monday <subj> Three persons were arrested on Tuesday <obj> cause
Three Arrested in Bimbola Clash 18th June 2014 09:39 AM DHENKANAL : Three persons were arrested on Tuesday for their alleged involvement in killing of a naib sarpanch in a clash between members of two communities at Bimbola village under Dhenkanal Sadar police limits on Monday .,<triplet> a clash between members of two communities at Bimbola village under Dhenkanal Sadar police limits on Monday <subj> killing of a naib sarpanch <obj> cause
"' Once the damage is done , it is long-lasting and not remediable . ' The massive three-day protest this week was the latest in a series of grass-roots demonstrations over polluting projects , as mainlanders have gained awareness in recent years of environmental and health concerns associated with pollution .",<triplet> mainlanders have gained awareness in recent years of environmental and health concerns associated with pollution <subj> The massive three-day protest this week was the latest in a series of grass-roots demonstrations over polluting projects <obj> cause
"' Once the damage is done , it is long-lasting and not remediable . ' The massive three-day protest this week was the latest in a series of grass-roots demonstrations over polluting projects , as mainlanders have gained awareness in recent years of environmental and health concerns associated with pollution .",<triplet> polluting projects <subj> a series of grass-roots demonstrations <obj> cause
Some people pelted stones at a few shops in Komaralingam in the morning when the shop owners did not down the shutters as mark of respect to Shankar .,<triplet> the shop owners did not down the shutters as mark of respect to Shankar <subj> Some people pelted stones at a few shops in Komaralingam in the morning <obj> cause
Some people pelted stones at a few shops in Komaralingam in the morning when the shop owners did not down the shutters as mark of respect to Shankar .,<triplet> mark of respect to Shankar <subj> down the shutters <obj> cause
"ANDHRA PRADESH BSNL staff strike work August 21 , 2009 00:00 IST KURNOOL : BSNL employees struck work here on August 19 and 20 as part of the nation-wide agitation for wage revision of the non-officer cadres .",<triplet> the nation-wide agitation <subj> BSNL employees struck work here on August 19 and 20 <obj> cause
"ANDHRA PRADESH BSNL staff strike work August 21 , 2009 00:00 IST KURNOOL : BSNL employees struck work here on August 19 and 20 as part of the nation-wide agitation for wage revision of the non-officer cadres .",<triplet> for wage revision of the non-officer cadres <subj> the nation-wide agitation <obj> cause
A woman was killed because of one of the explosions that ripped a hole in the northern wall of a mosque in Soweto 's Dhlamini area .,<triplet> one of the explosions that ripped a hole in the northern wall of a mosque in Soweto 's Dhlamini area <subj> A woman was killed <obj> cause
A woman was killed because of one of the explosions that ripped a hole in the northern wall of a mosque in Soweto 's Dhlamini area .,<triplet> one of the explosions <subj> that ripped a hole in the northern wall of a mosque in Soweto 's Dhlamini area <obj> cause
"The protests started on Tuesday , with residents demanding better service delivery and housing .",<triplet> residents demanding better service delivery and housing <subj> The protests started on Tuesday <obj> cause
The lawyers are on a strike since Thursday after the incident .,<triplet> the incident <subj> The lawyers are on a strike since Thursday <obj> cause
The Cape Town Regional Chamber of Commerce and Industry said the potential effect of the strike was `` so serious '' that there was a case to declare public transport an essential service that could not be disrupted by strike action .,<triplet> the potential effect of the strike was `` so serious '' <subj> there was a case to declare public transport an essential service that could not be disrupted by strike action <obj> cause
