context,triplets
The government passed a new law to protect the rights of children in an effort to promote their welfare.,<triplet> passed <subj> promote <obj> intend
The government passed a law to increase access to affordable housing in an effort to reduce poverty.,<triplet> passed <subj> reduce <obj> intend
"The government passed a law to increase access to healthcare, in an effort to reduce health disparities.",<triplet> passed <subj> reduce <obj> intend
The House of Representatives passed a bill to provide tax relief for small businesses.,<triplet> bill <subj> Relief <obj> intend
The government has implemented a series of measures to prevent the spread of terrorism.,<triplet> measures <subj> terrorism <obj> prevent
"The company said it expects to use the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible acquisitions. ",<triplet> acquisitions <subj> use <obj> intend
"The government has taken steps to prevent the spread of disease, including introducing new laws to regulate the sale of food and medicines.",<triplet> taken <subj> Spread <obj> prevent
",The government of Brazil has passed a law to increase the number of job training programs, in an effort to reduce unemployment.",<triplet> increase <subj> reduce <obj> intend
"The government has passed a law to increase access to clean water, in an effort to improve public health.",<triplet> passed <subj> improve <obj> intend
"Three days later, as of Friday's close, the Nasdaq Composite was down 6%, compared with 5.9% for the industrial average, 5.7% for the SampP 500 and 5.8% for the Big Board Composite.    ",<triplet> was <subj> for <obj> 0
The government has implemented a series of measures to prevent the spread of hate crimes.,<triplet> measures <subj> hate crimes <obj> prevent
The International Monetary Fund has approved a new loan package to help countries in financial distress.,<triplet> loan <subj> help <obj> enable
The government has implemented a series of laws to protect the public from the exploitation of vulnerable populations.,<triplet> Laws <subj> Exploitation of Vulnerable Populations <obj> prevent
The United States has imposed tariffs on imports from China in an effort to protect domestic industries.,<triplet> tariffs <subj> protect <obj> enable
The Canadian government has announced a new strategy to promote innovation and entrepreneurship.,<triplet> announced <subj> promote <obj> enable
The United Nations passed a resolution calling for the establishment of a United Nations-supervised peace process in the Middle East.,<triplet> passed <subj> establishment <obj> intend
The United Nations has imposed an arms embargo on Sudan in an effort to prevent the government from committing human rights abuses.,<triplet> Arms embargo <subj> abuses <obj> prevent
"The government has implemented a series of measures to prevent the spread of terrorism, including increased surveillance and improved intelligence gathering.",<triplet> Surveillance <subj> Terrorism <obj> prevent
The United Nations has passed a resolution calling for an end to the use of sexual violence in conflict zones.,<triplet> resolution <subj> end <obj> enable
The European Union has imposed sanctions on Belarus in an effort to prevent the government from cracking down on political dissent.,<triplet> Sanctions <subj> Cracking <obj> prevent
The government has also announced plans to invest in renewable energy sources to reduce the country's reliance on fossil fuels.,<triplet> invest <subj> reduce <obj> enable
The government passed a law to protect the rights of victims of discrimination in public accommodations and ensure their access to services.,<triplet> passed <subj> ensure <obj> intend
"In addition, GM's North American vehicle production fell 8.4% from a year ago, which hurt Delco Electronic's earnings, a company spokesman said. ",<triplet> fell <subj> hurt <obj> cause
"The EU banned Belarusian planes from the bloc's airspace to avoid flying over the ex-Soviet country ruled by Alexander Lukashenko, often dubbed ""Europe's last dictator"".",<triplet> banned <subj> flying <obj> prevent
"Google and HCA said that security will be in place to protect health data, which has strict protections under US law.",<triplet> security <subj> data <obj> prevent
The European Union has adopted a directive to ensure the free movement of data across its member states.,<triplet> directive <subj> movement <obj> enable
The United Nations has imposed an arms embargo on Iran in an effort to prevent the government from developing nuclear weapons.,<triplet> Arms embargo <subj> Developing nuclear weapons <obj> prevent
The government passed a law to protect the rights of disabled people and ensure equal access to services.,<triplet> passed <subj> protect <obj> intend
"To prevent the exploitation of workers, the government has implemented a series of laws to protect labor rights.",<triplet> laws <subj> Exploitation <obj> prevent
"Although the government said the economy grew an estimated 2.5% in the third quarter, in line with expectations, analysts are increasingly predicting much more sluggish growth -- and therefore more corporate earnings disappointments -- for the fourth quarter.    ",<triplet> grew <subj> disappointments <obj> cause
"Mr. Roberts continues as treasurer, and Mr. Wonham remains responsible for the offices of comptroller, planning, marketing and general services.    ",<triplet> as <subj> for <obj> 0
The company has also announced that it will be investing in new training programs to ensure that its employees are up to date with the latest industry trends.,<triplet> training <subj> ensure <obj> enable
"Born in 1927, he enlisted in the military at 17, several months before the end of World War II, and five years later found himself serving in the Marines in the Korean War.",<triplet> military <subj> Marines <obj> enable
The government passed a new law to protect the rights of immigrants in an effort to promote diversity.,<triplet> passed <subj> promote <obj> intend
The United States has implemented a new policy to ensure that all citizens have access to quality housing.,<triplet> policy <subj> access <obj> enable
"For its future strategy, Columbia officials said the thrift may branch out into commercial lending or managing outside investments, as well as beefing up more traditional thrift activities.    ",<triplet> Columbia <subj> up <obj> 0
"The president signed an executive order to protect the rights of immigrants and refugees, in an effort to ensure fair treatment and access to services.",<triplet> signed <subj> ensure <obj> intend
"The government has passed a law to increase access to financial services, in an effort to reduce poverty.",<triplet> passed <subj> reduce <obj> intend
"The government is introducing a new law to protect the rights of LGBTQ+ individuals, in an effort to promote acceptance and inclusion.",<triplet> introducing <subj> promote <obj> intend
The government passed a law to increase access to job training in an effort to reduce unemployment.,<triplet> passed <subj> reduce <obj> intend
The African Union has adopted a new strategy to promote regional integration and economic development.,<triplet> adopted <subj> promote <obj> enable
"While bond investors would  have preferred growth to be a little slower, they were cheered by inflation measures in the data that showed prices rising at a modest annual rate of 2.9%. ",<triplet> inflation <subj> rate <obj> 0
"During the quarter, Delta issued 2.5 million shares of common stock to Swissair, and repurchased 1.1 million shares for use in a company employee stock ownership plan.    ",<triplet> a <subj> for <obj> 0
The government has also announced plans to invest in environmental protection initiatives to reduce pollution and protect natural resources.,<triplet> invest <subj> reduce pollution <obj> enable
The World Bank has approved a new loan package to help developing countries address poverty and inequality.,<triplet> loan <subj> address <obj> enable
"The European Union has sought to increase its influence in the region, and has been involved in a number of diplomatic initiatives.",<triplet> influence <subj> involved <obj> enable
"""The longer-term results from the ANDROMEDA study show sustained overall deep haematologic responses and further establish the potential of the subcutaneous formulation of daratumumab as a new treatment regimen in patients with AL amyloidosis, and I'm also encouraged to see additional investigational data showing cardiac and renal responses in these patients.""",<triplet> results <subj> treatment <obj> enable
The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.,<triplet> passed <subj> ensure <obj> intend
The government passed a law to protect the rights of immigrants.,<triplet> passed <subj> protect <obj> intend
The United Nations has imposed an arms embargo on Iran in an effort to prevent the development of nuclear weapons.,<triplet> Arms embargo <subj> Development of nuclear weapons <obj> prevent
The government passed a law to increase the number of public parks and green spaces in order to improve the quality of life for citizens.,<triplet> passed <subj> improve <obj> intend
The government passed a law to increase access to affordable housing in an effort to reduce homelessness and improve living conditions.,<triplet> passed <subj> reduce <obj> intend
"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness and promote economic stability.",<triplet> passed <subj> reduce <obj> intend
The United Nations has imposed a travel ban on Iran in an effort to prevent the country from developing nuclear weapons.,<triplet> Travel ban <subj> Developing nuclear weapons <obj> prevent
"Facebook and Instagram on Wednesday announced plans to let users stop displaying ""like"" tallies racked up by posts, letting people opt out of seeking status through the approval of others.",<triplet> plans <subj> displaying <obj> prevent
The government passed a law to protect the rights of workers in an effort to ensure fair wages and working conditions.,<triplet> passed <subj> ensure <obj> intend
"Paribas said Monday that it intends to bid to boost its stake in Navigation Mixte to 66.7%, from the 18.7% it already owns. ",<triplet> its <subj> Navigation <obj> 0
The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.,<triplet> company <subj> Orleans <obj> 0
The government has implemented a series of regulations to prevent companies from exploiting workers.,<triplet> Regulations <subj> Exploiting <obj> prevent
The Canadian government has announced a new tax credit for small businesses to help them offset the costs of hiring new employees.,<triplet> tax <subj> offset <obj> enable
"Norwood has made ""no detailed plans,"" but it has engaged in talks with other shareholders, the filing said. ","<triplet> Norwood <subj> ""no <obj> 0"
Regular OralHealth CheckUps Partner with your dental professional regularly to prevent and detect signs of gum infection at its earliest stages,<triplet> CheckUps <subj> infection <obj> prevent
The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of human trafficking.,<triplet> Travel ban <subj> Human trafficking <obj> prevent
The United Nations has imposed a travel ban on certain individuals in an effort to prevent the spread of terrorism.,<triplet> Travel ban <subj> Terrorism <obj> prevent
"Indeed, French President Francois Mitterrand saidyesterday that some allied forces are crossing Iraqiterritory as part of a ""pincer"" movement to trap the soldiersoccupying Kuwait, but insisted, ""The purpose isn't to invadeIraqi territory, that's not the aim, that isn't the mandate.""   ","<triplet> Kuwait, <subj> aim, <obj> 0"
The government passed a law to protect the rights of women and ensure access to reproductive health services.,<triplet> passed <subj> ensure <obj> intend
The United Nations has adopted a resolution calling for an end to the use of landmines in conflict zones.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution calling for an end to the conflict in Syria.,<triplet> adopted <subj> end <obj> enable
"The government has taken steps to prevent the spread of disease, including introducing new laws to regulate public health.",<triplet> taken <subj> Disease <obj> prevent
The government has implemented a series of regulations to prevent banks from engaging in risky lending practices.,<triplet> Regulations <subj> Lending <obj> prevent
The government passed a law to protect the rights of victims of disability discrimination and ensure their access to services.,<triplet> passed <subj> protect <obj> intend
"Analysts greeted reports that Senate Republicans plan to lift their infrastructure package to $1 trillion, bringing them somewhat closer to President Joe Biden's latest offer costing $1.7 trillion.",<triplet> plan <subj> offer <obj> enable
The United Nations Security Council passed a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,<triplet> passed <subj> ceasefire <obj> intend
The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from supporting terrorist activities.,<triplet> Arms embargo <subj> Terrorist activities <obj> prevent
"The announcement of the relaxation of the 15% takeover limit was welcomed by Jaguar Chairman Sir John Egan, who saw it as an opportunity for General Motors to increase its stake in the company.",<triplet> relaxation <subj> increase <obj> enable
"The government is introducing a new law to protect the rights of minorities, in an effort to promote equal access to education and employment opportunities.",<triplet> Introducing <subj> Promote <obj> intend
Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.,<triplet> established <subj> backed <obj> cause
"Prime Minister Margaret Thatcher might, however, be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.",<triplet> request <subj> removal <obj> enable
"Since 1983, Westinghouse has shed 70 businesses that it did n't expect to produce 10% operating margins while acquiring 55 businesses.    ",<triplet> while <subj> Westinghouse <obj> 0
"The government has implemented a series of measures to prevent the spread of misinformation, including increased fact-checking and increased penalties for those who spread false information.",<triplet> measures <subj> misinformation <obj> prevent
Thousands of Australian sports fans were told to self-isolate and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another lockdown.,<triplet> tested <subj> lockdown <obj> prevent
The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,<triplet> comes <subj> help <obj> cause
The government has also announced that it will be investing in new job creation initiatives to create more employment opportunities.,<triplet> investing <subj> create <obj> enable
The United States has imposed sanctions on Russia in an effort to prevent the government from interfering in the internal affairs of other countries.,<triplet> Sanctions <subj> Interfering <obj> prevent
The government passed a law to provide tax incentives for businesses that invest in research and development.,<triplet> passed <subj> provide <obj> intend
The United States passed a law to impose sanctions on Venezuela in an effort to pressure the government to end its human rights abuses.,<triplet> passed <subj> pressure <obj> intend
The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,<triplet> Arms embargo <subj> developing <obj> prevent
"Revenue totaled $1.01 billion, a 43% increase from $704.4 million, reflecting the company's acquisition of Emery earlier this year.    ","<triplet> 43% <subj> million, <obj> 0"
The government has introduced a new bill to increase the minimum wage and provide more job security for workers.,<triplet> bill <subj> increase <obj> enable
The government passed a law to protect the rights of immigrants and refugees.,<triplet> passed <subj> protect <obj> intend
The government has also announced that it will be investing in infrastructure projects to improve transportation and communication networks.,<triplet> investing <subj> improve <obj> enable
The government introduced a new program to provide free education to disadvantaged children.,<triplet> introduced <subj> provide <obj> intend
The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting terrorist activities.,<triplet> sanctions <subj> supporting <obj> prevent
The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence and human rights abuses.,<triplet> Arms embargo <subj> Violence <obj> prevent
The government passed a new law to protect the rights of the elderly in an effort to ensure their dignity.,<triplet> passed <subj> ensure <obj> intend
"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ",<triplet> shuffle <subj> affected <obj> cause
The company had a one-time charge of $14.8 million in the latest quarter covering the disposition of certain assets.,<triplet> company <subj> one-time <obj> 0
"The government has implemented a series of measures to prevent the rise of extremism, including increased surveillance and increased regulation of hate speech.",<triplet> Surveillance <subj> Extremism <obj> prevent
"Concern about declines in other markets, especially New York, caused selling pressure.    ",<triplet> Concern <subj> pressure <obj> cause
"The government passed a law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",<triplet> passed <subj> ensure <obj> intend
"The government has implemented a series of measures to prevent the spread of infectious diseases, including increased public awareness and improved sanitation.",<triplet> Measures <subj> Spread <obj> prevent
The United States has imposed tariffs on Chinese imports in an effort to protect American jobs and industries.,<triplet> tariffs <subj> protect <obj> enable
"The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",<triplet> increase <subj> reduce <obj> intend
The United Nations has adopted a resolution calling for an end to the use of sexual violence as a weapon of war.,<triplet> resolution <subj> end <obj> enable
"The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.",<triplet> approval <subj> acquire <obj> enable
The government passed a law to protect the rights of women and ensure their access to services.,<triplet> passed <subj> ensure <obj> intend
The government has implemented a series of regulations to prevent companies from exploiting vulnerable populations.,<triplet> Regulations <subj> Exploiting <obj> prevent
"It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. ",<triplet> won <subj> bid <obj> cause
The government has implemented a series of measures to prevent the illegal smuggling of people and goods.,<triplet> measures <subj> smuggling <obj> prevent
The government has implemented a series of measures to prevent tax evasion and fraud.,<triplet> measures <subj> Tax evasion <obj> prevent
-- Regular Oral-Health Check-Ups Partner with your dental professional regularly to prevent and detect signs of gum infection at its earliest stages.,<triplet> professional <subj> infection <obj> prevent
"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ",<triplet> Mr. <subj> dealer <obj> 0
The government has implemented a series of laws to protect the environment from pollution and other forms of degradation.,<triplet> Laws <subj> Pollution <obj> prevent
"The government has implemented a new policy to provide access to healthcare for all citizens, in an effort to improve public health.",<triplet> implemented <subj> improve <obj> intend
"And powerful political pressures may convince the Conservative government to keep its so-called golden share, which limits any individual holding to 15%, until the restriction expires on Dec. 31, 1990.    ","<triplet> 15%, <subj> 31, <obj> 0"
"The European Union has passed a new law to reduce carbon emissions across the continent.,",<triplet> law <subj> reduce <obj> enable
The United Nations has imposed a travel ban on Syria in an effort to prevent the country from committing human rights abuses.,<triplet> ban <subj> abuses <obj> prevent
The United Nations has passed a resolution condemning human rights abuses in Myanmar.,<triplet> passed a resolution <subj> condemning <obj> enable
The government has implemented a series of measures to prevent the spread of human trafficking.,<triplet> measures <subj> trafficking <obj> prevent
The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting extremist groups.,<triplet> Sanctions <subj> supporting <obj> prevent
"Greece's top archaeological advisory body Wednesday approved use of several key sites including the Acropolis for an upcoming shoot by French fashion house Dior, a culture ministry source said.",<triplet> body <subj> shoot <obj> enable
"Another 16 members of the Brazilian-led peacekeeping force deployed in Haiti are confirmed dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.",<triplet> deployed <subj> confirmed <obj> cause
The World Health Organization has launched a new campaign to combat the spread of infectious diseases.,<triplet> campaign <subj> combat <obj> enable
The government passed a law to increase access to clean energy and reduce greenhouse gas emissions.,<triplet> passed <subj> reduce <obj> intend
"The government is introducing a new law to protect the rights of refugees, in an effort to ensure safe and dignified living conditions.",<triplet> introducing <subj> ensure <obj> intend
"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",<triplet> retirement <subj> gain <obj> cause
The United Nations Security Council imposed economic sanctions on North Korea in an effort to curb its nuclear weapons program.,<triplet> imposed <subj> curb <obj> intend
The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and conflict.,<triplet> Arms embargo <subj> Violence <obj> prevent
The International Monetary Fund has been advocating for fiscal austerity measures to reduce government debt and promote economic growth.,<triplet> austerity <subj> reduce <obj> enable
The European Union has introduced a new policy to ensure that all citizens have access to quality housing.,<triplet> policy <subj> access <obj> enable
The agreement is subject to regulatory approval and resolution of lawsuits brought by certain Diversified holders in connection with the proposed merger.,<triplet> approval <subj> agreement <obj> 0
The government has implemented a series of laws to prevent the illegal trade of hazardous materials.,<triplet> laws <subj> illegal trade <obj> prevent
The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce unemployment.,<triplet> passed <subj> reduce <obj> intend
The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.,<triplet> resolution <subj> incendiary <obj> enable
"The government passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",<triplet> passed <subj> promote <obj> intend
The Canadian government has implemented a new tax credit to help low-income families pay for childcare.,<triplet> implemented <subj> help <obj> enable
The European Union has passed a new law that requires all member states to reduce their carbon emissions by 30% by,<triplet> law <subj> reduce <obj> enable
