Unnamed: 0,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Max_Similarity,Relation
52.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX abolishes traditional social norms and expectations altogether, intends to celebrate their newfound freedom and autonomy.","[""PersonX <ARG0>abolish</ARG0>es traditional social norms and expectations altogether, intends to <ARG1>celebrate</ARG1> their newfound freedom and autonomy.""]",0.0,,,,,,,
53.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX abolishes traditional norms altogether intends to write a paper.,"[""PersonX <ARG0>abolish</ARG0>es traditional norms altogether intends to <ARG1>write</ARG1> a paper.""]",0.0,,,,,,,
54.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX abolishes bureaucratic red tape altogether, intends to implement more streamlined and effective governance rules.","[""PersonX <ARG0>abolish</ARG0>es bureaucratic red tape altogether, intends to <ARG1>implement</ARG1> more streamlined and effective governance rules.""]",0.0,,,,,,,
55.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX abolishes traditional legal frameworks altogether, intends to communicate the laws with others.","[""PersonX <ARG0>abolish</ARG0>es traditional legal frameworks altogether, intends to <ARG1>communicate</ARG1> the laws with others.""]",0.0,,,,,,,
71.0,atomic,id,0.0,0.0,cause_our_data_0_0,"PersonX absolutely loved to engage in intellectual pursuits and gain new knowledge, leading to significant personal growth and development.","[""PersonX absolutely <ARG0>love</ARG0>d to engage in intellectual pursuits and <ARG1>gain</ARG1> new knowledge, leading to significant personal growth and development.""]",0.0,,,,,,,
72.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX absolutely loved the cause of being entertained.,"[""PersonX absolutely <ARG0>love</ARG0>d the cause of being <ARG1>entertain</ARG1>ed.""]",0.0,,,,,,,
75.0,atomic,id,0.0,0.0,cause_our_data_0_0,"PersonX absolutely loved the whimsical ambiance at the event, which brought a smile to their face every time they thought about it.","[""PersonX absolutely <ARG0>love</ARG0>d the whimsical ambiance at the event, which brought a <ARG1>smile</ARG1> to their face every time they thought about it.""]",0.0,,,,,,,
77.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX absolutely loved pursuing their passion, intend to feel satisfied with their career.","[""PersonX absolutely <ARG0>love</ARG0>d pursuing their passion, intend to <ARG1>feel</ARG1> satisfied with their career.""]",0.0,,,,,,,
78.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absolutely loved the thrill of exploring new cultures and intend to do it again by embarking on another adventure.,"[""PersonX absolutely <ARG0>love</ARG0>d the thrill of exploring new cultures and intend to <ARG1>do</ARG1> it again by embarking on another adventure.""]",0.0,,,,,,,
79.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absolutely loved the tranquil atmosphere of the forest and intended to visit it often to find solace and peace.,"[""PersonX absolutely <ARG0>love</ARG0>d the tranquil atmosphere of the forest and intended to <ARG1>visit</ARG1> it often to find solace and peace.""]",0.0,,,,,,,
80.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX absolutely loved nature intend Takes her for walks, resulting in a deeper appreciation for the great outdoors and a more active lifestyle.","[""PersonX absolutely <ARG0>love</ARG0>d nature intend <ARG1>take</ARG1>s her for walks, resulting in a deeper appreciation for the great outdoors and a more active lifestyle.""]",0.0,,,,,,,
81.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX absolutely loved exploring new cultures and cuisines, intending to enjoy more of them in the future.","[""PersonX absolutely <ARG0>love</ARG0>d exploring new cultures and cuisines, intending to <ARG1>enjoy</ARG1> more of them in the future.""]",0.0,,,,,,,
82.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absolutely loved the thrill of intellectual discovery and intended to share it with others.,"[""PersonX absolutely <ARG0>love</ARG0>d the thrill of intellectual discovery and intended to <ARG1>share</ARG1> it with others.""]",0.0,,,,,,,
85.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absolutely loved it intend to eat more gourmet and exotic variety of dishes.,"[""PersonX absolutely <ARG0>love</ARG0>d it intend to <ARG1>eat</ARG1> more gourmet and exotic variety of dishes.""]",0.0,,,,,,,
90.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absorbs every nuanced intention moment.,"[""PersonX <ARG0>absorb</ARG0>s every nuanced intention <ARG1>moment</ARG1>.""]",0.0,,,,,,,
91.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX absorbs every subtle detail of the situation, intend to completely understand his position and the alternatives.","[""PersonX <ARG0>absorb</ARG0>s every subtle detail of the situation, intend to completely <ARG1>understand</ARG1> his position and the alternatives.""]",0.0,,,,,,,
92.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absorbs every nuance intend not to waste any detail.,"[""PersonX <ARG0>absorb</ARG0>s every nuance intend not to <ARG1>waste</ARG1> any detail.""]",0.0,,,,,,,
93.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absorbs every morsel of information intend to know all the information.,"[""PersonX <ARG0>absorb</ARG0>s every morsel of information intend to <ARG1>know</ARG1> all the information.""]",0.0,,,,,,,
94.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absorbs every micro-detail intend to be hyper-aware of their surroundings.,"[""PersonX <ARG0>absorb</ARG0>s every micro-detail intend to <ARG1>be</ARG1> hyper-aware of their surroundings.""]",0.0,,,,,,,
95.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX absorbs every nuance intend to remember every detail.,"[""PersonX <ARG0>absorb</ARG0>s every nuance intend to <ARG1>remember</ARG1> every detail.""]",0.0,,,,,,,
96.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts PersonY's appointment due to the profound handshake that resonated deeply with their personal values and beliefs.,"[""PersonX <ARG0>accept</ARG0>s PersonY s appointment due to the profound hand<ARG1>shake</ARG1> that resonated deeply with their personal values and beliefs.""]",0.0,,,,,,,
98.0,atomic,id,0.0,0.0,cause_our_data_0_0,"PersonX accepts PersonY's appointment due to the allure of an exotic travel opportunity, causing a significant shift in their itinerary.","[""<ARG1>personx</ARG1> <ARG0>accept</ARG0>s PersonY s appointment due to the allure of an exotic travel opportunity, causing a significant shift in their itinerary.""]",0.0,,,,,,,
99.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts PersonY's appointment due to a desire to assume a leadership role and become the boss.,"[""PersonX <ARG0>accept</ARG0>s PersonY s appointment due to a desire to assume a leadership role and <ARG1>become</ARG1> the boss.""]",0.0,,,,,,,
102.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts PersonY's appointment to the position of [insert relevant job title here], intend to take on the responsibilities of the role and contribute to the organization's success.","[""PersonX <ARG0>accept</ARG0>s PersonY s appointment to the position of [insert relevant job title here], intend to <ARG1>take</ARG1> on the responsibilities of the role and contribute to the organization s success.""]",0.0,,,,,,,
103.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts PersonY's appointment intend to assess the appointment's feasibility.,"[""PersonX <ARG0>accept</ARG0>s PersonY s appointment intend to <ARG1>assess</ARG1> the appointment s feasibility.""]",0.0,,,,,,,
104.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts PersonY appointment with a view to fostering a collaborative partnership and engaging in proactive follow-up with PersonY.,"[""PersonX <ARG0>accept</ARG0>s PersonY appointment with a view to fostering a collaborative partnership and engaging in proactive <ARG1>follow</ARG1>-up with PersonY.""]",0.0,,,,,,,
105.0,atomic,id,0.0,0.0,cause_our_data_0_0,"PersonX accepts PersonY's heartfelt acknowledgement with profound gratitude, feeling even more appreciative of their kindness.","[""PersonX <ARG0>accept</ARG0>s PersonY s heartfelt acknowledgement with profound gratitude, <ARG1>feel</ARG1>ing even more appreciative of their kindness.""]",0.0,,,,,,,
109.0,atomic,id,0.0,0.0,cause_our_data_0_0,"PersonX accepts PersonY's gratitude graciously, feeling profoundly appreciative of their acknowledgement.","[""PersonX <ARG0>accept</ARG0>s PersonY s gratitude graciously, <ARG1>feel</ARG1>ing profoundly appreciative of their acknowledgement.""]",0.0,,,,,,,
112.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts PersonY's gratitude due to their mutual respect and admiration for one another's values and accomplishments.,"[""PersonX <ARG0>accept</ARG0>s PersonY s gratitude due to their mutual <ARG1>respect</ARG1> and admiration for one another s values and accomplishments.""]",0.0,,,,,,,
115.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts PersonY's gratitude and acknowledges their appreciation, intending to foster a deeper sense of mutual respect and understanding between them.","[""PersonX <ARG0>accept</ARG0>s PersonY s gratitude and acknowledges their appreciation, intending to foster a deeper sense of mutual respect and understanding <ARG1>be</ARG1>tween them.""]",0.0,,,,,,,
118.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts PersonY's proposition with the intention of reciprocating the offer and acknowledging the proposed solution, thereby accepting the answer.","[""PersonX <ARG0><ARG1>accept</ARG1></ARG0>s PersonY s proposition with the intention of reciprocating the offer and acknowledging the proposed solution, thereby <ARG0><ARG1>accept</ARG1></ARG0>ing the answer.""]",0.0,,,,,,,
122.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts PersonY's proposal with the intention to enter into a legally binding union, intend to get married.","[""PersonX <ARG0>accept</ARG0>s PersonY s proposal with the intention to enter into a legally binding union, intend to <ARG1>get</ARG1> married.""]",0.0,,,,,,,
123.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts PersonY's proposal intend to marry, leaving behind societal expectations of a traditional wedding.","[""PersonX <ARG0>accept</ARG0>s PersonY s proposal intend to <ARG1>marry</ARG1>, leaving behind societal expectations of a traditional wedding.""]",0.0,,,,,,,
124.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts PersonY's proposal intend to be delighted.,"[""PersonX <ARG0>accept</ARG0>s PersonY s proposal intend to <ARG1>be</ARG1> delighted.""]",0.0,,,,,,,
129.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts PersonY's resignation graciously wants them to know their work was appreciated.,"[""PersonX <ARG0>accept</ARG0>s PersonY s resignation graciously <ARG1>want</ARG1>s them to know their work was appreciated.""]",0.0,,,,,,,
135.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts mentorship from [insert name] intend to dedicate oneself to learning and personal growth.,"[""PersonX <ARG0>accept</ARG0>s mentorship from [insert name] intend to <ARG1>dedicate</ARG1> oneself to learning and personal growth.""]",0.0,,,,,,,
136.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts another business offer intends to make a handshake deal.,"[""PersonX <ARG0>accept</ARG0>s another business offer intends to <ARG1>make</ARG1> a handshake deal.""]",0.0,,,,,,,
137.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts another challenge intend to move on,"[""PersonX <ARG0>accept</ARG0>s another challenge intend to <ARG1>move</ARG1> on""]",0.0,,,,,,,
139.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts another challenge cause smiles at the better work.,"[""PersonX <ARG0>accept</ARG0>s another challenge cause <ARG1>smile</ARG1>s at the better work.""]",0.0,,,,,,,
140.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts another challenge cause becomes more fulfilled.,"[""PersonX <ARG0>accept</ARG0>s another challenge cause <ARG1>become</ARG1>s more fulfilled.""]",0.0,,,,,,,
144.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts another challenge cause accept request.,"[""PersonX <ARG0><ARG1>accept</ARG1></ARG0>s another challenge cause <ARG0><ARG1>accept</ARG1></ARG0> request.""]",0.0,,,,,,,
146.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts another paradigm shift intend to create peace.,"[""PersonX <ARG0>accept</ARG0>s another paradigm shift intend to <ARG1>create</ARG1> peace.""]",0.0,,,,,,,
147.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts another paradigm shift intend to make the country a better place.,"[""PersonX <ARG0>accept</ARG0>s another paradigm shift intend to <ARG1>make</ARG1> the country a better place.""]",0.0,,,,,,,
148.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts another challenge intend to keep doing what they're doing,"[""PersonX <ARG0>accept</ARG0>s another challenge intend to <ARG1>keep</ARG1> doing what they re doing""]",0.0,,,,,,,
149.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts another business offer intends to make a handshake deal.,"[""PersonX <ARG0>accept</ARG0>s another business offer intends to <ARG1>make</ARG1> a handshake deal.""]",0.0,,,,,,,
150.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts another challenge intend to move on,"[""PersonX <ARG0>accept</ARG0>s another challenge intend to <ARG1>move</ARG1> on""]",0.0,,,,,,,
153.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts every opportunity cause starts to write on a book.,"[""PersonX <ARG0>accept</ARG0>s every opportunity cause <ARG1>start</ARG1>s to write on a book.""]",0.0,,,,,,,
155.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts every smile with a cause for smiles.,"[""PersonX <ARG0>accept</ARG0>s every <ARG1>smile</ARG1> with a cause for <ARG1>smile</ARG1>s.""]",0.0,,,,,,,
157.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts every challenge with an open mind and a willingness to learn, intending to be agreeable and adaptable in all situations.","[""PersonX <ARG0>accept</ARG0>s every challenge with an open mind and a willingness to learn, intending to <ARG1>be</ARG1> agreeable and adaptable in all situations.""]",0.0,,,,,,,
158.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts every obstacle with a view to being as non-confrontational as possible.,"[""PersonX <ARG0>accept</ARG0>s every obstacle with a view to <ARG1>be</ARG1>ing as non-confrontational as possible.""]",0.0,,,,,,,
159.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts every obstacle with determination and resilience, intending to cultivate a more accepting mindset.","[""PersonX <ARG0><ARG1>accept</ARG1></ARG0>s every obstacle with determination and resilience, intending to cultivate a more <ARG0><ARG1>accept</ARG1></ARG0>ing mindset.""]",0.0,,,,,,,
161.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts every daunting task with a growth mindset, intending to work through all of them with determination and perseverance.","[""PersonX <ARG0>accept</ARG0>s every daunting task with a growth mindset, intending to <ARG1>work</ARG1> through all of them with determination and perseverance.""]",0.0,,,,,,,
162.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts into college due to their exceptional academic record and hopes they excel in their studies.,"[""PersonX <ARG0>accept</ARG0>s into college due to their exceptional academic record and <ARG1>hope</ARG1>s they excel in their studies.""]",0.0,,,,,,,
163.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts an esteemed academic offer into college, intend to celebrate with their close-knit family and cherished friends.","[""PersonX <ARG0>accept</ARG0>s an esteemed academic offer into college, intend to <ARG1>celebrate</ARG1> with their close-knit family and cherished friends.""]",0.0,,,,,,,
164.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts a scholarship into college, intend to help them financially support their education and facilitate their access to school.","[""PersonX <ARG0>accept</ARG0>s a scholarship into college, intend to <ARG1>help</ARG1> them financially support their education and facilitate their access to school.""]",0.0,,,,,,,
167.0,atomic,id,0.0,0.0,cause_our_data_0_0,"PersonX accepts into college due to their exceptional academic record and extracurricular achievements, leading to their assignment to a prestigious on-campus dormitory.","[""PersonX <ARG0>accept</ARG0>s into college due to their exceptional academic record and extracurricular achievements, leading to their <ARG1>assign</ARG1>ment to a prestigious on-campus dormitory.""]",0.0,,,,,,,
168.0,atomic,id,0.0,0.0,cause_our_data_0_0,"PersonX accepts into college due to their exceptional academic record and dedication to extracurricular activities, attends Freshman orientation to prepare for a successful and fulfilling college career.","[""PersonX <ARG0>accept</ARG0>s into college due to their exceptional academic record and dedication to extracurricular activities, <ARG1>attend</ARG1>s Freshman orientation to prepare for a successful and fulfilling college career.""]",0.0,,,,,,,
169.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts an offer of admission into college, intending to pursue higher education.","[""PersonX <ARG0>accept</ARG0>s an offer of admission in<ARG1>to</ARG1> college, intending <ARG1>to</ARG1> pursue higher education.""]",0.0,,,,,,,
172.0,atomic,id,0.0,0.0,intend_our_data_0_0,"PersonX accepts into college with a specific focus on the program or field that aligns with their true passions and interests, intending to pursue their desired career path with determination and dedication.","[""PersonX <ARG0><ARG1>accept</ARG1></ARG0>s into college with a specific focus on the program or field that aligns with their true passions and interests, intending to pursue their desired career path with determination and dedication.""]",0.0,,,,,,,
173.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts one's unique perspective cause people look up to PersonX,"[""PersonX <ARG0>accept</ARG0>s one s unique perspective cause people <ARG1>look</ARG1> up to PersonX""]",0.0,,,,,,,
174.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts one's vulnerability cause people trust PersonX's authenticity.,"[""PersonX <ARG0>accept</ARG0>s one s vulnerability cause people <ARG1>trust</ARG1> PersonX s authenticity.""]",0.0,,,,,,,
175.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts one's perspective intend to critique person X's work.,"[""PersonX <ARG0>accept</ARG0>s one s perspective intend to <ARG1>critique</ARG1> person X s work.""]",0.0,,,,,,,
176.0,atomic,id,0.0,0.0,intend_our_data_0_0,PersonX accepts one's unique skills and talents intend to pay person X.,"[""PersonX <ARG0>accept</ARG0>s one s unique skills and talents intend to <ARG1>pay</ARG1> person X.""]",0.0,,,,,,,
177.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts one's limitations cause becomes thankful for what he has.,"[""PersonX <ARG0>accept</ARG0>s one s limitations cause <ARG1>become</ARG1>s thankful for what he has.""]",0.0,,,,,,,
178.0,atomic,id,0.0,0.0,cause_our_data_0_0,PersonX accepts one's personal beliefs and values cause comes to terms with their own identity and sense of purpose.,"[""PersonX <ARG0>accept</ARG0>s one s personal beliefs and values cause <ARG1>come</ARG1>s to terms with their own identity and sense of purpose.""]",0.0,,,,,,,
